K,gate_1_based,gate_0_based,gate_name,group,group_name,mean_owen,std_owen,num_runs,run_values
32,10,9,H,E,entanglement,0.0008874511718749971,0.0030789936989264136,5,"[0.0006042480468749982, -0.0038879394531249993, 0.0031066894531249986, 0.005096435546874996, -0.00048217773437500685]"
32,11,10,P,M,magic,-0.001682128906250003,0.0013919313274303334,5,"[-0.002478027343750001, -0.002380371093750002, -0.0034667968749999955, -9.765625000000269e-05, 1.2207031249987163e-05]"
32,12,11,CX,E,entanglement,0.009927978515625003,0.005636254284202049,5,"[0.007818603515624996, 0.003320312500000002, 0.005688476562500003, 0.018505859375000013, 0.014306640625]"
32,13,12,P,X,mix,0.008652343749999996,0.002531803023596616,5,"[0.0069335937499999875, 0.004687500000000002, 0.009228515625000006, 0.011181640624999996, 0.011230468749999997]"
32,14,13,CX,E,entanglement,0.003967285156250002,0.0037906085134275067,5,"[-0.0006103515625000002, 0.00811767578125001, 0.0007568359375000003, 0.002893066406250004, 0.008679199218749992]"
32,15,14,RY,X,mix,-0.009228515625,0.01728526659569299,5,"[-0.006542968750000001, 0.006249999999999997, -0.03828125000000002, -0.01689453124999999, 0.009326171875000013]"
32,16,15,RY,X,mix,0.009306640625000005,0.004784618113873412,5,"[0.009033203124999993, 0.015039062500000018, 0.006591796874999979, 0.0020019531250000024, 0.01386718750000002]"
32,17,16,CX,E,entanglement,0.007359619140625,0.003652400868015104,5,"[0.003472900390624997, 0.007855224609375003, 0.004376220703125, 0.013873291015624995, 0.007220458984375007]"
32,18,17,RY,M,magic,0.0140625,0.004307736627120186,5,"[0.009631347656250004, 0.013110351562500004, 0.022302246093749995, 0.013000488281249997, 0.012268066406249993]"
32,19,18,RY,M,magic,-0.0019580078125000008,0.00434988168138972,5,"[0.004187011718750003, -0.006726074218750001, -0.004736328125000005, -0.004821777343749999, 0.002307128906249999]"
