partition,K,gate_1_based,gate_0_based,gate_name,group,group_name,mean_owen,std_owen,num_runs,run_values
qubit_role,16,12,11,CX,2Q,two-qubit couplers,0.005478515624999998,0.001843712757833618,5,"[0.0037353515624999915, 0.007983398437499997, 0.003002929687499996, 0.006542968750000004, 0.006127929687500001]"
qubit_role,16,13,12,P,Q1,q1 local hidden path,0.01610351562499999,0.0017785841417761036,5,"[0.017517089843749983, 0.01693115234375001, 0.017419433593749985, 0.015917968749999997, 0.012731933593749991]"
qubit_role,16,14,13,CX,2Q,two-qubit couplers,-0.0017041015625000003,0.0015205394861625588,5,"[-0.0015624999999999957, -0.0037841796875, -0.002856445312500004, -0.0009033203125000055, 0.0005859375000000057]"
qubit_role,16,15,14,RY,Q0,q0 local readout path,0.0042089843750000005,0.002949420846242029,5,"[0.001757812500000008, 0.0001220703125000026, 0.008056640624999991, 0.006640625000000002, 0.004467773437499999]"
qubit_role,16,16,15,RY,Q1,q1 local hidden path,0.008793945312499999,0.0009323998642406255,5,"[0.009924316406250005, 0.009851074218749997, 0.007897949218750002, 0.007751464843750004, 0.00854492187499999]"
qubit_role,16,17,16,CX,2Q,two-qubit couplers,0.0062988281249999984,0.001765594212086384,5,"[0.007421875000000001, 0.008984375, 0.003833007812499991, 0.005371093749999996, 0.0058837890625000056]"
qubit_role,16,18,17,RY,Q0,q0 local readout path,0.007797851562499997,0.011256260719273034,5,"[0.010595703125000008, 0.0162353515625, 0.010571289062499989, 0.01577148437499999, -0.014184570312500009]"
qubit_role,16,19,18,RY,Q1F,final q1 post-readout rotation,-0.007812500000000003,0.010147231572884814,5,"[0.004296875000000019, -0.025000000000000043, -0.00039062500000000555, -0.01171875, -0.006249999999999992]"
qubit_role,32,2,1,P,Q0,q0 local readout path,0.0019189453125000038,0.0014833306101799015,5,"[0.0037597656250000005, 0.00035400390624999766, 0.002087402343750009, 0.0001098632812500072, 0.0032836914062500037]"
qubit_role,32,4,3,P,Q1,q1 local hidden path,0.0007824707031250002,0.002672172953628849,5,"[0.0009338378906249972, 0.004913330078125002, -0.0032226562499999994, -0.0004821777343749962, 0.0017700195312499983]"
qubit_role,32,5,4,CX,2Q,two-qubit couplers,0.0015307617187499986,0.0007586687107941387,5,"[0.0029418945312500015, 0.001342773437499991, 0.0007446289062499941, 0.001574707031250006, 0.0010498046875000006]"
qubit_role,32,6,5,P,Q1,q1 local hidden path,-0.00014526367187500007,0.0009399287235345658,5,"[0.0011108398437499997, 0.00047607421874999896, 0.00014648437500000317, -0.001318359375, -0.0011413574218750021]"
qubit_role,32,7,6,CX,2Q,two-qubit couplers,0.019279785156250003,0.003924279376409761,5,"[0.02418212890625001, 0.01662597656250001, 0.014392089843750002, 0.0175537109375, 0.02364501953124999]"
qubit_role,32,8,7,H,Q0,q0 local readout path,0.02647949218750001,0.006882494396258702,5,"[0.023449707031250017, 0.019677734375, 0.03841552734375, 0.029711914062500008, 0.02114257812500001]"
qubit_role,32,9,8,P,Q0,q0 local readout path,0.009086914062499996,0.002245650537963013,5,"[0.012060546875000001, 0.0070922851562499915, 0.007409667968750003, 0.011596679687499995, 0.007275390624999994]"
qubit_role,32,10,9,H,Q1,q1 local hidden path,0.012436523437500003,0.0029422885741681474,5,"[0.011828613281250006, 0.015539550781250008, 0.007299804687499998, 0.012451171875000009, 0.015063476562499997]"
qubit_role,32,11,10,P,Q1,q1 local hidden path,-0.004556884765625003,0.0026918665654227683,5,"[-0.005584716796875005, -0.00017700195312499753, -0.007348632812500008, -0.006842041015625001, -0.0028320312500000016]"
qubit_role,32,12,11,CX,2Q,two-qubit couplers,0.0035131835937499975,0.0015568899531739407,5,"[0.0017578124999999929, 0.0016723632812499947, 0.004687499999999992, 0.005541992187500005, 0.003906250000000004]"
qubit_role,32,13,12,P,Q1,q1 local hidden path,0.014255371093749997,0.0022864346311089415,5,"[0.011425781250000003, 0.015704345703124997, 0.011975097656249994, 0.01464843749999999, 0.017523193359374994]"
qubit_role,32,14,13,CX,2Q,two-qubit couplers,0.000937499999999998,0.003129673324453824,5,"[0.0020629882812499946, -0.001782226562500001, 0.00543212890625, 0.0023071289062499972, -0.003332519531250001]"
qubit_role,32,15,14,RY,Q0,q0 local readout path,0.004758300781250005,0.004972985723447754,5,"[0.0040283203125000035, -0.004553222656249983, 0.009277343750000002, 0.008129882812500008, 0.006909179687499996]"
qubit_role,32,16,15,RY,Q1,q1 local hidden path,0.00931884765625,0.0013874267060450124,5,"[0.01201171875, 0.008929443359374994, 0.009100341796875001, 0.008288574218750004, 0.008264160156249997]"
qubit_role,32,17,16,CX,2Q,two-qubit couplers,0.005693359375000002,0.0027600051765116923,5,"[0.0065185546875000016, 0.007006835937500006, 0.007763671874999999, 0.00694580078125, 0.00023193359375000156]"
qubit_role,32,18,17,RY,Q0,q0 local readout path,0.01714599609375,0.006894660926874492,5,"[0.017187499999999998, 0.022412109374999996, 0.025219726562500003, 0.015710449218750006, 0.0052001953125]"
qubit_role,32,19,18,RY,Q1F,final q1 post-readout rotation,-0.0011328125000000077,0.005062174468700427,5,"[0.006249999999999964, 0.0005859375000000361, -0.006445312500000015, -0.0072265625000000056, 0.001171874999999982]"
