r,subset_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,2-6-7-12-13-14-16-19,2-6-7-12-13-14-16-19,1-2-3-6-7-8-10-12-13-14-15-16-17-19,8,14,0.643,0
3,2-6-7-12-13-14-16-20,2-6-7-12-13-14-16-20,1-2-3-6-7-8-10-12-13-14-15-16-17-20,8,14,0.68,0
3,2-6-7-12-13-14-16-21,2-6-7-12-13-14-16-21,1-2-3-6-7-8-10-12-13-14-15-16-17-21,8,14,0.643,0
3,2-6-7-12-13-14-18-19,2-6-7-12-13-14-18-19,1-2-3-6-7-8-10-12-13-14-15-17-18-19,8,14,0.753,0
3,2-6-7-12-13-14-18-20,2-6-7-12-13-14-18-20,1-2-3-6-7-8-10-12-13-14-15-17-18-20,8,14,0.638,0
3,2-6-7-12-13-14-18-21,2-6-7-12-13-14-18-21,1-2-3-6-7-8-10-12-13-14-15-17-18-21,8,14,0.753,0
3,2-6-7-12-13-14-19-20,2-6-7-12-13-14-19-20,1-2-3-6-7-8-10-12-13-14-15-17-19-20,8,14,0.652,0
3,2-6-7-12-13-14-19-21,2-6-7-12-13-14-19-21,1-2-3-6-7-8-10-12-13-14-15-17-19-21,8,14,0.569,0
3,2-6-7-12-13-14-20-21,2-6-7-12-13-14-20-21,1-2-3-6-7-8-10-12-13-14-15-17-20-21,8,14,0.725,0
3,2-6-7-12-13-16-18-19,2-6-7-12-13-16-18-19,1-2-3-6-7-8-10-12-13-15-16-17-18-19,8,14,0.709,0
3,2-6-7-12-13-16-18-20,2-6-7-12-13-16-18-20,1-2-3-6-7-8-10-12-13-15-16-17-18-20,8,14,0.688,0
3,2-6-7-12-13-16-18-21,2-6-7-12-13-16-18-21,1-2-3-6-7-8-10-12-13-15-16-17-18-21,8,14,0.709,0
3,2-6-7-12-13-16-19-20,2-6-7-12-13-16-19-20,1-2-3-6-7-8-10-12-13-15-16-17-19-20,8,14,0.659,0
3,2-6-7-12-13-16-19-21,2-6-7-12-13-16-19-21,1-2-3-6-7-8-10-12-13-15-16-17-19-21,8,14,0.734,0
3,2-6-7-12-13-16-20-21,2-6-7-12-13-16-20-21,1-2-3-6-7-8-10-12-13-15-16-17-20-21,8,14,0.686,0
3,2-6-7-12-13-18-19-20,2-6-7-12-13-18-19-20,1-2-3-6-7-8-10-12-13-15-17-18-19-20,8,14,0.69,0
3,2-6-7-12-13-18-19-21,2-6-7-12-13-18-19-21,1-2-3-6-7-8-10-12-13-15-17-18-19-21,8,14,0.753,0
3,2-6-7-12-13-18-20-21,2-6-7-12-13-18-20-21,1-2-3-6-7-8-10-12-13-15-17-18-20-21,8,14,0.638,0
3,2-6-7-12-13-19-20-21,2-6-7-12-13-19-20-21,1-2-3-6-7-8-10-12-13-15-17-19-20-21,8,14,0.537,0
3,2-6-7-12-14-16-18-19,2-6-7-12-14-16-18-19,1-2-3-6-7-8-10-12-14-15-16-17-18-19,8,14,0.675,0
3,2-6-7-12-14-16-18-20,2-6-7-12-14-16-18-20,1-2-3-6-7-8-10-12-14-15-16-17-18-20,8,14,0.619,0
3,2-6-7-12-14-16-18-21,2-6-7-12-14-16-18-21,1-2-3-6-7-8-10-12-14-15-16-17-18-21,8,14,0.675,0
3,2-6-7-12-14-16-19-20,2-6-7-12-14-16-19-20,1-2-3-6-7-8-10-12-14-15-16-17-19-20,8,14,0.754,0
3,2-6-7-12-14-16-19-21,2-6-7-12-14-16-19-21,1-2-3-6-7-8-10-12-14-15-16-17-19-21,8,14,0.658,0
3,2-6-7-12-14-16-20-21,2-6-7-12-14-16-20-21,1-2-3-6-7-8-10-12-14-15-16-17-20-21,8,14,0.652,0
3,2-6-7-12-14-18-19-20,2-6-7-12-14-18-19-20,1-2-3-6-7-8-10-12-14-15-17-18-19-20,8,14,0.68,0
3,2-6-7-12-14-18-19-21,2-6-7-12-14-18-19-21,1-2-3-6-7-8-10-12-14-15-17-18-19-21,8,14,0.842,0
3,2-6-7-12-14-18-20-21,2-6-7-12-14-18-20-21,1-2-3-6-7-8-10-12-14-15-17-18-20-21,8,14,0.601,0
3,2-6-7-12-14-19-20-21,2-6-7-12-14-19-20-21,1-2-3-6-7-8-10-12-14-15-17-19-20-21,8,14,0.662,0
3,2-6-7-12-16-18-19-20,2-6-7-12-16-18-19-20,1-2-3-6-7-8-10-12-15-16-17-18-19-20,8,14,0.593,0
3,2-6-7-12-16-18-19-21,2-6-7-12-16-18-19-21,1-2-3-6-7-8-10-12-15-16-17-18-19-21,8,14,0.741,0
3,2-6-7-12-16-18-20-21,2-6-7-12-16-18-20-21,1-2-3-6-7-8-10-12-15-16-17-18-20-21,8,14,0.596,0
3,2-6-7-12-16-19-20-21,2-6-7-12-16-19-20-21,1-2-3-6-7-8-10-12-15-16-17-19-20-21,8,14,0.66,0
3,2-6-7-12-18-19-20-21,2-6-7-12-18-19-20-21,1-2-3-6-7-8-10-12-15-17-18-19-20-21,8,14,0.664,0
3,2-6-7-13-14-16-18-19,2-6-7-13-14-16-18-19,1-2-3-6-7-8-10-13-14-15-16-17-18-19,8,14,0.759,0
3,2-6-7-13-14-16-18-20,2-6-7-13-14-16-18-20,1-2-3-6-7-8-10-13-14-15-16-17-18-20,8,14,0.633,0
3,2-6-7-13-14-16-18-21,2-6-7-13-14-16-18-21,1-2-3-6-7-8-10-13-14-15-16-17-18-21,8,14,0.759,0
3,2-6-7-13-14-16-19-20,2-6-7-13-14-16-19-20,1-2-3-6-7-8-10-13-14-15-16-17-19-20,8,14,0.743,0
3,2-6-7-13-14-16-19-21,2-6-7-13-14-16-19-21,1-2-3-6-7-8-10-13-14-15-16-17-19-21,8,14,0.593,0
3,2-6-7-13-14-16-20-21,2-6-7-13-14-16-20-21,1-2-3-6-7-8-10-13-14-15-16-17-20-21,8,14,0.659,0
3,2-6-7-13-14-18-19-20,2-6-7-13-14-18-19-20,1-2-3-6-7-8-10-13-14-15-17-18-19-20,8,14,0.67,0
3,2-6-7-13-14-18-19-21,2-6-7-13-14-18-19-21,1-2-3-6-7-8-10-13-14-15-17-18-19-21,8,14,0.765,0
3,2-6-7-13-14-18-20-21,2-6-7-13-14-18-20-21,1-2-3-6-7-8-10-13-14-15-17-18-20-21,8,14,0.676,0
3,2-6-7-13-14-19-20-21,2-6-7-13-14-19-20-21,1-2-3-6-7-8-10-13-14-15-17-19-20-21,8,14,0.644,0
3,2-6-7-13-16-18-19-20,2-6-7-13-16-18-19-20,1-2-3-6-7-8-10-13-15-16-17-18-19-20,8,14,0.729,0
3,2-6-7-13-16-18-19-21,2-6-7-13-16-18-19-21,1-2-3-6-7-8-10-13-15-16-17-18-19-21,8,14,0.638,0
3,2-6-7-13-16-18-20-21,2-6-7-13-16-18-20-21,1-2-3-6-7-8-10-13-15-16-17-18-20-21,8,14,0.68,0
3,2-6-7-13-16-19-20-21,2-6-7-13-16-19-20-21,1-2-3-6-7-8-10-13-15-16-17-19-20-21,8,14,0.735,0
3,2-6-7-13-18-19-20-21,2-6-7-13-18-19-20-21,1-2-3-6-7-8-10-13-15-17-18-19-20-21,8,14,0.757,0
3,2-6-7-14-16-18-19-20,2-6-7-14-16-18-19-20,1-2-3-6-7-8-10-14-15-16-17-18-19-20,8,14,0.593,0
3,2-6-7-14-16-18-19-21,2-6-7-14-16-18-19-21,1-2-3-6-7-8-10-14-15-16-17-18-19-21,8,14,0.741,0
3,2-6-7-14-16-18-20-21,2-6-7-14-16-18-20-21,1-2-3-6-7-8-10-14-15-16-17-18-20-21,8,14,0.596,0
3,2-6-7-14-16-19-20-21,2-6-7-14-16-19-20-21,1-2-3-6-7-8-10-14-15-16-17-19-20-21,8,14,0.66,0
3,2-6-7-14-18-19-20-21,2-6-7-14-18-19-20-21,1-2-3-6-7-8-10-14-15-17-18-19-20-21,8,14,0.664,0
3,2-6-7-16-18-19-20-21,2-6-7-16-18-19-20-21,1-2-3-6-7-8-10-15-16-17-18-19-20-21,8,14,0.592,0
3,2-6-7-9-11-12-13-14,2-6-7-9-11-12-13-14,1-2-3-6-7-8-9-10-11-12-13-14-15-17,8,14,0.846,0
3,2-6-7-9-11-12-13-16,2-6-7-9-11-12-13-16,1-2-3-6-7-8-9-10-11-12-13-15-16-17,8,14,0.895,0
3,2-6-7-9-11-12-13-18,2-6-7-9-11-12-13-18,1-2-3-6-7-8-9-10-11-12-13-15-17-18,8,14,0.875,0
3,2-6-7-9-11-12-13-19,2-6-7-9-11-12-13-19,1-2-3-6-7-8-9-10-11-12-13-15-17-19,8,14,0.846,0
3,2-6-7-9-11-12-13-20,2-6-7-9-11-12-13-20,1-2-3-6-7-8-9-10-11-12-13-15-17-20,8,14,0.87,0
3,2-6-7-9-11-12-13-21,2-6-7-9-11-12-13-21,1-2-3-6-7-8-9-10-11-12-13-15-17-21,8,14,0.846,0
3,2-6-7-9-11-12-14-16,2-6-7-9-11-12-14-16,1-2-3-6-7-8-9-10-11-12-14-15-16-17,8,14,0.7,0
3,2-6-7-9-11-12-14-18,2-6-7-9-11-12-14-18,1-2-3-6-7-8-9-10-11-12-14-15-17-18,8,14,0.76,0
3,2-6-7-9-11-12-14-19,2-6-7-9-11-12-14-19,1-2-3-6-7-8-9-10-11-12-14-15-17-19,8,14,0.703,0
3,2-6-7-9-11-12-14-20,2-6-7-9-11-12-14-20,1-2-3-6-7-8-9-10-11-12-14-15-17-20,8,14,0.842,0
3,2-6-7-9-11-12-14-21,2-6-7-9-11-12-14-21,1-2-3-6-7-8-9-10-11-12-14-15-17-21,8,14,0.703,0
3,2-6-7-9-11-12-16-18,2-6-7-9-11-12-16-18,1-2-3-6-7-8-9-10-11-12-15-16-17-18,8,14,0.72,0
3,2-6-7-9-11-12-16-19,2-6-7-9-11-12-16-19,1-2-3-6-7-8-9-10-11-12-15-16-17-19,8,14,0.75,0
3,2-6-7-9-11-12-16-20,2-6-7-9-11-12-16-20,1-2-3-6-7-8-9-10-11-12-15-16-17-20,8,14,0.799,0
3,2-6-7-9-11-12-16-21,2-6-7-9-11-12-16-21,1-2-3-6-7-8-9-10-11-12-15-16-17-21,8,14,0.75,0
3,2-6-7-9-11-12-18-19,2-6-7-9-11-12-18-19,1-2-3-6-7-8-9-10-11-12-15-17-18-19,8,14,0.76,0
3,2-6-7-9-11-12-18-20,2-6-7-9-11-12-18-20,1-2-3-6-7-8-9-10-11-12-15-17-18-20,8,14,0.74,0
3,2-6-7-9-11-12-18-21,2-6-7-9-11-12-18-21,1-2-3-6-7-8-9-10-11-12-15-17-18-21,8,14,0.76,0
3,2-6-7-9-11-12-19-20,2-6-7-9-11-12-19-20,1-2-3-6-7-8-9-10-11-12-15-17-19-20,8,14,0.717,0
3,2-6-7-9-11-12-19-21,2-6-7-9-11-12-19-21,1-2-3-6-7-8-9-10-11-12-15-17-19-21,8,14,0.703,0
3,2-6-7-9-11-12-20-21,2-6-7-9-11-12-20-21,1-2-3-6-7-8-9-10-11-12-15-17-20-21,8,14,0.842,0
3,2-6-7-9-11-13-14-16,2-6-7-9-11-13-14-16,1-2-3-6-7-8-9-10-11-13-14-15-16-17,8,14,0.66,0
3,2-6-7-9-11-13-14-18,2-6-7-9-11-13-14-18,1-2-3-6-7-8-9-10-11-13-14-15-17-18,8,14,0.749,0
3,2-6-7-9-11-13-14-19,2-6-7-9-11-13-14-19,1-2-3-6-7-8-9-10-11-13-14-15-17-19,8,14,0.749,0
3,2-6-7-9-11-13-14-20,2-6-7-9-11-13-14-20,1-2-3-6-7-8-9-10-11-13-14-15-17-20,8,14,0.79,0
3,2-6-7-9-11-13-14-21,2-6-7-9-11-13-14-21,1-2-3-6-7-8-9-10-11-13-14-15-17-21,8,14,0.749,0
3,2-6-7-9-11-13-16-18,2-6-7-9-11-13-16-18,1-2-3-6-7-8-9-10-11-13-15-16-17-18,8,14,0.597,0
3,2-6-7-9-11-13-16-19,2-6-7-9-11-13-16-19,1-2-3-6-7-8-9-10-11-13-15-16-17-19,8,14,0.53,0
3,2-6-7-9-11-13-16-20,2-6-7-9-11-13-16-20,1-2-3-6-7-8-9-10-11-13-15-16-17-20,8,14,0.662,0
3,2-6-7-9-11-13-16-21,2-6-7-9-11-13-16-21,1-2-3-6-7-8-9-10-11-13-15-16-17-21,8,14,0.53,0
3,2-6-7-9-11-13-18-19,2-6-7-9-11-13-18-19,1-2-3-6-7-8-9-10-11-13-15-17-18-19,8,14,0.749,0
3,2-6-7-9-11-13-18-20,2-6-7-9-11-13-18-20,1-2-3-6-7-8-9-10-11-13-15-17-18-20,8,14,0.702,0
3,2-6-7-9-11-13-18-21,2-6-7-9-11-13-18-21,1-2-3-6-7-8-9-10-11-13-15-17-18-21,8,14,0.749,0
3,2-6-7-9-11-13-19-20,2-6-7-9-11-13-19-20,1-2-3-6-7-8-9-10-11-13-15-17-19-20,8,14,0.749,0
3,2-6-7-9-11-13-19-21,2-6-7-9-11-13-19-21,1-2-3-6-7-8-9-10-11-13-15-17-19-21,8,14,0.749,0
3,2-6-7-9-11-13-20-21,2-6-7-9-11-13-20-21,1-2-3-6-7-8-9-10-11-13-15-17-20-21,8,14,0.79,0
3,2-6-7-9-11-14-16-18,2-6-7-9-11-14-16-18,1-2-3-6-7-8-9-10-11-14-15-16-17-18,8,14,0.72,0
3,2-6-7-9-11-14-16-19,2-6-7-9-11-14-16-19,1-2-3-6-7-8-9-10-11-14-15-16-17-19,8,14,0.75,0
3,2-6-7-9-11-14-16-20,2-6-7-9-11-14-16-20,1-2-3-6-7-8-9-10-11-14-15-16-17-20,8,14,0.799,0
3,2-6-7-9-11-14-16-21,2-6-7-9-11-14-16-21,1-2-3-6-7-8-9-10-11-14-15-16-17-21,8,14,0.75,0
3,2-6-7-9-11-14-18-19,2-6-7-9-11-14-18-19,1-2-3-6-7-8-9-10-11-14-15-17-18-19,8,14,0.76,0
3,2-6-7-9-11-14-18-20,2-6-7-9-11-14-18-20,1-2-3-6-7-8-9-10-11-14-15-17-18-20,8,14,0.74,0
3,2-6-7-9-11-14-18-21,2-6-7-9-11-14-18-21,1-2-3-6-7-8-9-10-11-14-15-17-18-21,8,14,0.76,0
3,2-6-7-9-11-14-19-20,2-6-7-9-11-14-19-20,1-2-3-6-7-8-9-10-11-14-15-17-19-20,8,14,0.717,0
3,2-6-7-9-11-14-19-21,2-6-7-9-11-14-19-21,1-2-3-6-7-8-9-10-11-14-15-17-19-21,8,14,0.703,0
3,2-6-7-9-11-14-20-21,2-6-7-9-11-14-20-21,1-2-3-6-7-8-9-10-11-14-15-17-20-21,8,14,0.842,0
3,2-6-7-9-11-16-18-19,2-6-7-9-11-16-18-19,1-2-3-6-7-8-9-10-11-15-16-17-18-19,8,14,0.724,0
3,2-6-7-9-11-16-18-20,2-6-7-9-11-16-18-20,1-2-3-6-7-8-9-10-11-15-16-17-18-20,8,14,0.666,0
3,2-6-7-9-11-16-18-21,2-6-7-9-11-16-18-21,1-2-3-6-7-8-9-10-11-15-16-17-18-21,8,14,0.724,0
3,2-6-7-9-11-16-19-20,2-6-7-9-11-16-19-20,1-2-3-6-7-8-9-10-11-15-16-17-19-20,8,14,0.754,0
3,2-6-7-9-11-16-19-21,2-6-7-9-11-16-19-21,1-2-3-6-7-8-9-10-11-15-16-17-19-21,8,14,0.7,0
3,2-6-7-9-11-16-20-21,2-6-7-9-11-16-20-21,1-2-3-6-7-8-9-10-11-15-16-17-20-21,8,14,0.76,0
3,2-6-7-9-11-18-19-20,2-6-7-9-11-18-19-20,1-2-3-6-7-8-9-10-11-15-17-18-19-20,8,14,0.727,0
3,2-6-7-9-11-18-19-21,2-6-7-9-11-18-19-21,1-2-3-6-7-8-9-10-11-15-17-18-19-21,8,14,0.76,0
3,2-6-7-9-11-18-20-21,2-6-7-9-11-18-20-21,1-2-3-6-7-8-9-10-11-15-17-18-20-21,8,14,0.74,0
3,2-6-7-9-11-19-20-21,2-6-7-9-11-19-20-21,1-2-3-6-7-8-9-10-11-15-17-19-20-21,8,14,0.77,0
3,2-6-7-9-12-13-14-16,2-6-7-9-12-13-14-16,1-2-3-6-7-8-9-10-12-13-14-15-16-17,8,14,0.634,0
3,2-6-7-9-12-13-14-18,2-6-7-9-12-13-14-18,1-2-3-6-7-8-9-10-12-13-14-15-17-18,8,14,0.754,0
3,2-6-7-9-12-13-14-19,2-6-7-9-12-13-14-19,1-2-3-6-7-8-9-10-12-13-14-15-17-19,8,14,0.681,0
3,2-6-7-9-12-13-14-20,2-6-7-9-12-13-14-20,1-2-3-6-7-8-9-10-12-13-14-15-17-20,8,14,0.724,0
3,2-6-7-9-12-13-14-21,2-6-7-9-12-13-14-21,1-2-3-6-7-8-9-10-12-13-14-15-17-21,8,14,0.681,0
3,2-6-7-9-12-13-16-18,2-6-7-9-12-13-16-18,1-2-3-6-7-8-9-10-12-13-15-16-17-18,8,14,0.7,0
3,2-6-7-9-12-13-16-19,2-6-7-9-12-13-16-19,1-2-3-6-7-8-9-10-12-13-15-16-17-19,8,14,0.632,0
3,2-6-7-9-12-13-16-20,2-6-7-9-12-13-16-20,1-2-3-6-7-8-9-10-12-13-15-16-17-20,8,14,0.646,0
3,2-6-7-9-12-13-16-21,2-6-7-9-12-13-16-21,1-2-3-6-7-8-9-10-12-13-15-16-17-21,8,14,0.632,0
3,2-6-7-9-12-13-18-19,2-6-7-9-12-13-18-19,1-2-3-6-7-8-9-10-12-13-15-17-18-19,8,14,0.754,0
3,2-6-7-9-12-13-18-20,2-6-7-9-12-13-18-20,1-2-3-6-7-8-9-10-12-13-15-17-18-20,8,14,0.725,0
3,2-6-7-9-12-13-18-21,2-6-7-9-12-13-18-21,1-2-3-6-7-8-9-10-12-13-15-17-18-21,8,14,0.754,0
3,2-6-7-9-12-13-19-20,2-6-7-9-12-13-19-20,1-2-3-6-7-8-9-10-12-13-15-17-19-20,8,14,0.701,0
3,2-6-7-9-12-13-19-21,2-6-7-9-12-13-19-21,1-2-3-6-7-8-9-10-12-13-15-17-19-21,8,14,0.681,0
3,2-6-7-9-12-13-20-21,2-6-7-9-12-13-20-21,1-2-3-6-7-8-9-10-12-13-15-17-20-21,8,14,0.724,0
3,2-6-7-9-12-14-16-18,2-6-7-9-12-14-16-18,1-2-3-6-7-8-9-10-12-14-15-16-17-18,8,14,0.654,0
3,2-6-7-9-12-14-16-19,2-6-7-9-12-14-16-19,1-2-3-6-7-8-9-10-12-14-15-16-17-19,8,14,0.615,0
3,2-6-7-9-12-14-16-20,2-6-7-9-12-14-16-20,1-2-3-6-7-8-9-10-12-14-15-16-17-20,8,14,0.621,0
3,2-6-7-9-12-14-16-21,2-6-7-9-12-14-16-21,1-2-3-6-7-8-9-10-12-14-15-16-17-21,8,14,0.615,0
3,2-6-7-9-12-14-18-19,2-6-7-9-12-14-18-19,1-2-3-6-7-8-9-10-12-14-15-17-18-19,8,14,0.693,0
3,2-6-7-9-12-14-18-20,2-6-7-9-12-14-18-20,1-2-3-6-7-8-9-10-12-14-15-17-18-20,8,14,0.789,0
3,2-6-7-9-12-14-18-21,2-6-7-9-12-14-18-21,1-2-3-6-7-8-9-10-12-14-15-17-18-21,8,14,0.693,0
3,2-6-7-9-12-14-19-20,2-6-7-9-12-14-19-20,1-2-3-6-7-8-9-10-12-14-15-17-19-20,8,14,0.666,0
3,2-6-7-9-12-14-19-21,2-6-7-9-12-14-19-21,1-2-3-6-7-8-9-10-12-14-15-17-19-21,8,14,0.626,0
3,2-6-7-9-12-14-20-21,2-6-7-9-12-14-20-21,1-2-3-6-7-8-9-10-12-14-15-17-20-21,8,14,0.668,0
3,2-6-7-9-12-16-18-19,2-6-7-9-12-16-18-19,1-2-3-6-7-8-9-10-12-15-16-17-18-19,8,14,0.771,0
3,2-6-7-9-12-16-18-20,2-6-7-9-12-16-18-20,1-2-3-6-7-8-9-10-12-15-16-17-18-20,8,14,0.687,0
3,2-6-7-9-12-16-18-21,2-6-7-9-12-16-18-21,1-2-3-6-7-8-9-10-12-15-16-17-18-21,8,14,0.771,0
3,2-6-7-9-12-16-19-20,2-6-7-9-12-16-19-20,1-2-3-6-7-8-9-10-12-15-16-17-19-20,8,14,0.582,0
3,2-6-7-9-12-16-19-21,2-6-7-9-12-16-19-21,1-2-3-6-7-8-9-10-12-15-16-17-19-21,8,14,0.565,0
3,2-6-7-9-12-16-20-21,2-6-7-9-12-16-20-21,1-2-3-6-7-8-9-10-12-15-16-17-20-21,8,14,0.674,0
3,2-6-7-9-12-18-19-20,2-6-7-9-12-18-19-20,1-2-3-6-7-8-9-10-12-15-17-18-19-20,8,14,0.8,0
3,2-6-7-9-12-18-19-21,2-6-7-9-12-18-19-21,1-2-3-6-7-8-9-10-12-15-17-18-19-21,8,14,0.693,0
3,2-6-7-9-12-18-20-21,2-6-7-9-12-18-20-21,1-2-3-6-7-8-9-10-12-15-17-18-20-21,8,14,0.789,0
3,2-6-7-9-12-19-20-21,2-6-7-9-12-19-20-21,1-2-3-6-7-8-9-10-12-15-17-19-20-21,8,14,0.583,0
3,2-6-7-9-13-14-16-18,2-6-7-9-13-14-16-18,1-2-3-6-7-8-9-10-13-14-15-16-17-18,8,14,0.731,0
3,2-6-7-9-13-14-16-19,2-6-7-9-13-14-16-19,1-2-3-6-7-8-9-10-13-14-15-16-17-19,8,14,0.643,0
3,2-6-7-9-13-14-16-20,2-6-7-9-13-14-16-20,1-2-3-6-7-8-9-10-13-14-15-16-17-20,8,14,0.58,0
3,2-6-7-9-13-14-16-21,2-6-7-9-13-14-16-21,1-2-3-6-7-8-9-10-13-14-15-16-17-21,8,14,0.643,0
3,2-6-7-9-13-14-18-19,2-6-7-9-13-14-18-19,1-2-3-6-7-8-9-10-13-14-15-17-18-19,8,14,0.779,0
3,2-6-7-9-13-14-18-20,2-6-7-9-13-14-18-20,1-2-3-6-7-8-9-10-13-14-15-17-18-20,8,14,0.706,0
3,2-6-7-9-13-14-18-21,2-6-7-9-13-14-18-21,1-2-3-6-7-8-9-10-13-14-15-17-18-21,8,14,0.779,0
3,2-6-7-9-13-14-19-20,2-6-7-9-13-14-19-20,1-2-3-6-7-8-9-10-13-14-15-17-19-20,8,14,0.547,0
3,2-6-7-9-13-14-19-21,2-6-7-9-13-14-19-21,1-2-3-6-7-8-9-10-13-14-15-17-19-21,8,14,0.627,0
3,2-6-7-9-13-14-20-21,2-6-7-9-13-14-20-21,1-2-3-6-7-8-9-10-13-14-15-17-20-21,8,14,0.654,0
3,2-6-7-9-13-16-18-19,2-6-7-9-13-16-18-19,1-2-3-6-7-8-9-10-13-15-16-17-18-19,8,14,0.645,0
3,2-6-7-9-13-16-18-20,2-6-7-9-13-16-18-20,1-2-3-6-7-8-9-10-13-15-16-17-18-20,8,14,0.669,0
3,2-6-7-9-13-16-18-21,2-6-7-9-13-16-18-21,1-2-3-6-7-8-9-10-13-15-16-17-18-21,8,14,0.645,0
3,2-6-7-9-13-16-19-20,2-6-7-9-13-16-19-20,1-2-3-6-7-8-9-10-13-15-16-17-19-20,8,14,0.658,0
3,2-6-7-9-13-16-19-21,2-6-7-9-13-16-19-21,1-2-3-6-7-8-9-10-13-15-16-17-19-21,8,14,0.558,0
3,2-6-7-9-13-16-20-21,2-6-7-9-13-16-20-21,1-2-3-6-7-8-9-10-13-15-16-17-20-21,8,14,0.622,0
3,2-6-7-9-13-18-19-20,2-6-7-9-13-18-19-20,1-2-3-6-7-8-9-10-13-15-17-18-19-20,8,14,0.731,0
3,2-6-7-9-13-18-19-21,2-6-7-9-13-18-19-21,1-2-3-6-7-8-9-10-13-15-17-18-19-21,8,14,0.779,0
3,2-6-7-9-13-18-20-21,2-6-7-9-13-18-20-21,1-2-3-6-7-8-9-10-13-15-17-18-20-21,8,14,0.706,0
3,2-6-7-9-13-19-20-21,2-6-7-9-13-19-20-21,1-2-3-6-7-8-9-10-13-15-17-19-20-21,8,14,0.676,0
3,2-6-7-9-14-16-18-19,2-6-7-9-14-16-18-19,1-2-3-6-7-8-9-10-14-15-16-17-18-19,8,14,0.771,0
3,2-6-7-9-14-16-18-20,2-6-7-9-14-16-18-20,1-2-3-6-7-8-9-10-14-15-16-17-18-20,8,14,0.687,0
3,2-6-7-9-14-16-18-21,2-6-7-9-14-16-18-21,1-2-3-6-7-8-9-10-14-15-16-17-18-21,8,14,0.771,0
3,2-6-7-9-14-16-19-20,2-6-7-9-14-16-19-20,1-2-3-6-7-8-9-10-14-15-16-17-19-20,8,14,0.582,0
3,2-6-7-9-14-16-19-21,2-6-7-9-14-16-19-21,1-2-3-6-7-8-9-10-14-15-16-17-19-21,8,14,0.565,0
3,2-6-7-9-14-16-20-21,2-6-7-9-14-16-20-21,1-2-3-6-7-8-9-10-14-15-16-17-20-21,8,14,0.674,0
3,2-6-7-9-14-18-19-20,2-6-7-9-14-18-19-20,1-2-3-6-7-8-9-10-14-15-17-18-19-20,8,14,0.8,0
3,2-6-7-9-14-18-19-21,2-6-7-9-14-18-19-21,1-2-3-6-7-8-9-10-14-15-17-18-19-21,8,14,0.693,0
3,2-6-7-9-14-18-20-21,2-6-7-9-14-18-20-21,1-2-3-6-7-8-9-10-14-15-17-18-20-21,8,14,0.789,0
3,2-6-7-9-14-19-20-21,2-6-7-9-14-19-20-21,1-2-3-6-7-8-9-10-14-15-17-19-20-21,8,14,0.583,0
3,2-6-7-9-16-18-19-20,2-6-7-9-16-18-19-20,1-2-3-6-7-8-9-10-15-16-17-18-19-20,8,14,0.646,0
3,2-6-7-9-16-18-19-21,2-6-7-9-16-18-19-21,1-2-3-6-7-8-9-10-15-16-17-18-19-21,8,14,0.654,0
3,2-6-7-9-16-18-20-21,2-6-7-9-16-18-20-21,1-2-3-6-7-8-9-10-15-16-17-18-20-21,8,14,0.719,0
3,2-6-7-9-16-19-20-21,2-6-7-9-16-19-20-21,1-2-3-6-7-8-9-10-15-16-17-19-20-21,8,14,0.704,0
3,2-6-7-9-18-19-20-21,2-6-7-9-18-19-20-21,1-2-3-6-7-8-9-10-15-17-18-19-20-21,8,14,0.652,0
3,2-6-9-11-12-13-14-16,2-6-9-11-12-13-14-16,1-2-3-6-8-9-10-11-12-13-14-15-16-17,8,14,0.784,0
3,2-6-9-11-12-13-14-18,2-6-9-11-12-13-14-18,1-2-3-6-8-9-10-11-12-13-14-15-17-18,8,14,0.627,0
3,2-6-9-11-12-13-14-19,2-6-9-11-12-13-14-19,1-2-3-6-8-9-10-11-12-13-14-15-17-19,8,14,0.755,0
3,2-6-9-11-12-13-14-20,2-6-9-11-12-13-14-20,1-2-3-6-8-9-10-11-12-13-14-15-17-20,8,14,0.598,0
3,2-6-9-11-12-13-14-21,2-6-9-11-12-13-14-21,1-2-3-6-8-9-10-11-12-13-14-15-17-21,8,14,0.755,0
3,2-6-9-11-12-13-16-18,2-6-9-11-12-13-16-18,1-2-3-6-8-9-10-11-12-13-15-16-17-18,8,14,0.695,0
3,2-6-9-11-12-13-16-19,2-6-9-11-12-13-16-19,1-2-3-6-8-9-10-11-12-13-15-16-17-19,8,14,0.737,0
3,2-6-9-11-12-13-16-20,2-6-9-11-12-13-16-20,1-2-3-6-8-9-10-11-12-13-15-16-17-20,8,14,0.68,0
3,2-6-9-11-12-13-16-21,2-6-9-11-12-13-16-21,1-2-3-6-8-9-10-11-12-13-15-16-17-21,8,14,0.737,0
3,2-6-9-11-12-13-18-19,2-6-9-11-12-13-18-19,1-2-3-6-8-9-10-11-12-13-15-17-18-19,8,14,0.627,0
3,2-6-9-11-12-13-18-20,2-6-9-11-12-13-18-20,1-2-3-6-8-9-10-11-12-13-15-17-18-20,8,14,0.597,0
3,2-6-9-11-12-13-18-21,2-6-9-11-12-13-18-21,1-2-3-6-8-9-10-11-12-13-15-17-18-21,8,14,0.627,0
