r,subset_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,4-6-13,4-6-13,1-3-4-6-8-10-13-15-17,3,9,0.651,0
3,4-6-14,4-6-14,1-3-4-6-8-10-14-15-17,3,9,0.661,0
3,4-6-16,4-6-16,1-3-4-6-8-10-15-16-17,3,9,0.636,0
3,4-6-18,4-6-18,1-3-4-6-8-10-15-17-18,3,9,0.537,0
3,4-6-19,4-6-19,1-3-4-6-8-10-15-17-19,3,9,0.661,0
3,4-6-20,4-6-20,1-3-4-6-8-10-15-17-20,3,9,0.514,0
3,4-6-21,4-6-21,1-3-4-6-8-10-15-17-21,3,9,0.661,0
3,4-6-7,4-6-7,1-3-4-6-7-8-10-15-17,3,9,0.661,0
3,4-6-9,4-6-9,1-3-4-6-8-9-10-15-17,3,9,0.661,0
3,4-7-11,4-7-11,1-3-4-7-8-10-11-15-17,3,9,0.57,0
3,4-7-12,4-7-12,1-3-4-7-8-10-12-15-17,3,9,0.557,0
3,4-7-13,4-7-13,1-3-4-7-8-10-13-15-17,3,9,0.58,0
3,4-7-14,4-7-14,1-3-4-7-8-10-14-15-17,3,9,0.557,0
3,4-7-16,4-7-16,1-3-4-7-8-10-15-16-17,3,9,0.74,0
3,4-7-18,4-7-18,1-3-4-7-8-10-15-17-18,3,9,0.586,0
3,4-7-19,4-7-19,1-3-4-7-8-10-15-17-19,3,9,0.557,0
3,4-7-20,4-7-20,1-3-4-7-8-10-15-17-20,3,9,0.634,0
3,4-7-21,4-7-21,1-3-4-7-8-10-15-17-21,3,9,0.557,0
3,4-7-9,4-7-9,1-3-4-7-8-9-10-15-17,3,9,0.718,0
3,4-9-11,4-9-11,1-3-4-8-9-10-11-15-17,3,9,0.57,0
3,4-9-12,4-9-12,1-3-4-8-9-10-12-15-17,3,9,0.557,0
3,4-9-13,4-9-13,1-3-4-8-9-10-13-15-17,3,9,0.58,0
3,4-9-14,4-9-14,1-3-4-8-9-10-14-15-17,3,9,0.557,0
3,4-9-16,4-9-16,1-3-4-8-9-10-15-16-17,3,9,0.74,0
3,4-9-18,4-9-18,1-3-4-8-9-10-15-17-18,3,9,0.574,0
3,4-9-19,4-9-19,1-3-4-8-9-10-15-17-19,3,9,0.557,0
3,4-9-20,4-9-20,1-3-4-8-9-10-15-17-20,3,9,0.661,0
3,4-9-21,4-9-21,1-3-4-8-9-10-15-17-21,3,9,0.557,0
3,5-11-12,5-11-12,1-3-5-8-10-11-12-15-17,3,9,0.5,0
3,5-11-13,5-11-13,1-3-5-8-10-11-13-15-17,3,9,0.5,0
3,5-11-14,5-11-14,1-3-5-8-10-11-14-15-17,3,9,0.5,0
3,5-11-16,5-11-16,1-3-5-8-10-11-15-16-17,3,9,0.531,0
3,5-11-18,5-11-18,1-3-5-8-10-11-15-17-18,3,9,0.557,0
3,5-11-19,5-11-19,1-3-5-8-10-11-15-17-19,3,9,0.5,0
3,5-11-20,5-11-20,1-3-5-8-10-11-15-17-20,3,9,0.547,0
3,5-11-21,5-11-21,1-3-5-8-10-11-15-17-21,3,9,0.5,0
3,5-12-13,5-12-13,1-3-5-8-10-12-13-15-17,3,9,0.5,0
3,5-12-14,5-12-14,1-3-5-8-10-12-14-15-17,3,9,0.5,0
3,5-12-16,5-12-16,1-3-5-8-10-12-15-16-17,3,9,0.531,0
3,5-12-18,5-12-18,1-3-5-8-10-12-15-17-18,3,9,0.557,0
3,5-12-19,5-12-19,1-3-5-8-10-12-15-17-19,3,9,0.5,0
3,5-12-20,5-12-20,1-3-5-8-10-12-15-17-20,3,9,0.547,0
3,5-12-21,5-12-21,1-3-5-8-10-12-15-17-21,3,9,0.5,0
3,5-13-14,5-13-14,1-3-5-8-10-13-14-15-17,3,9,0.5,0
3,5-13-16,5-13-16,1-3-5-8-10-13-15-16-17,3,9,0.531,0
3,5-13-18,5-13-18,1-3-5-8-10-13-15-17-18,3,9,0.557,0
3,5-13-19,5-13-19,1-3-5-8-10-13-15-17-19,3,9,0.5,0
3,5-13-20,5-13-20,1-3-5-8-10-13-15-17-20,3,9,0.547,0
3,5-13-21,5-13-21,1-3-5-8-10-13-15-17-21,3,9,0.5,0
3,5-14-16,5-14-16,1-3-5-8-10-14-15-16-17,3,9,0.531,0
3,5-14-18,5-14-18,1-3-5-8-10-14-15-17-18,3,9,0.557,0
3,5-14-19,5-14-19,1-3-5-8-10-14-15-17-19,3,9,0.5,0
3,5-14-20,5-14-20,1-3-5-8-10-14-15-17-20,3,9,0.547,0
3,5-14-21,5-14-21,1-3-5-8-10-14-15-17-21,3,9,0.5,0
3,5-16-18,5-16-18,1-3-5-8-10-15-16-17-18,3,9,0.74,0
3,5-16-19,5-16-19,1-3-5-8-10-15-16-17-19,3,9,0.531,0
3,5-16-20,5-16-20,1-3-5-8-10-15-16-17-20,3,9,0.551,0
3,5-16-21,5-16-21,1-3-5-8-10-15-16-17-21,3,9,0.531,0
3,5-18-19,5-18-19,1-3-5-8-10-15-17-18-19,3,9,0.557,0
3,5-18-20,5-18-20,1-3-5-8-10-15-17-18-20,3,9,0.661,0
3,5-18-21,5-18-21,1-3-5-8-10-15-17-18-21,3,9,0.557,0
3,5-19-20,5-19-20,1-3-5-8-10-15-17-19-20,3,9,0.547,0
3,5-19-21,5-19-21,1-3-5-8-10-15-17-19-21,3,9,0.5,0
3,5-20-21,5-20-21,1-3-5-8-10-15-17-20-21,3,9,0.547,0
3,5-6-11,5-6-11,1-3-5-6-8-10-11-15-17,3,9,0.624,0
3,5-6-12,5-6-12,1-3-5-6-8-10-12-15-17,3,9,0.547,0
3,5-6-13,5-6-13,1-3-5-6-8-10-13-15-17,3,9,0.625,0
3,5-6-14,5-6-14,1-3-5-6-8-10-14-15-17,3,9,0.547,0
3,5-6-16,5-6-16,1-3-5-6-8-10-15-16-17,3,9,0.551,0
3,5-6-18,5-6-18,1-3-5-6-8-10-15-17-18,3,9,0.661,0
3,5-6-19,5-6-19,1-3-5-6-8-10-15-17-19,3,9,0.547,0
3,5-6-20,5-6-20,1-3-5-6-8-10-15-17-20,3,9,0.69,0
3,5-6-21,5-6-21,1-3-5-6-8-10-15-17-21,3,9,0.547,0
3,5-6-7,5-6-7,1-3-5-6-7-8-10-15-17,3,9,0.547,0
3,5-6-9,5-6-9,1-3-5-6-8-9-10-15-17,3,9,0.547,0
3,5-7-11,5-7-11,1-3-5-7-8-10-11-15-17,3,9,0.5,0
3,5-7-12,5-7-12,1-3-5-7-8-10-12-15-17,3,9,0.5,0
3,5-7-13,5-7-13,1-3-5-7-8-10-13-15-17,3,9,0.5,0
3,5-7-14,5-7-14,1-3-5-7-8-10-14-15-17,3,9,0.5,0
3,5-7-16,5-7-16,1-3-5-7-8-10-15-16-17,3,9,0.531,0
3,5-7-18,5-7-18,1-3-5-7-8-10-15-17-18,3,9,0.557,0
3,5-7-19,5-7-19,1-3-5-7-8-10-15-17-19,3,9,0.5,0
3,5-7-20,5-7-20,1-3-5-7-8-10-15-17-20,3,9,0.547,0
3,5-7-21,5-7-21,1-3-5-7-8-10-15-17-21,3,9,0.5,0
3,5-7-9,5-7-9,1-3-5-7-8-9-10-15-17,3,9,0.5,0
3,5-9-11,5-9-11,1-3-5-8-9-10-11-15-17,3,9,0.5,0
3,5-9-12,5-9-12,1-3-5-8-9-10-12-15-17,3,9,0.5,0
3,5-9-13,5-9-13,1-3-5-8-9-10-13-15-17,3,9,0.5,0
3,5-9-14,5-9-14,1-3-5-8-9-10-14-15-17,3,9,0.5,0
3,5-9-16,5-9-16,1-3-5-8-9-10-15-16-17,3,9,0.531,0
3,5-9-18,5-9-18,1-3-5-8-9-10-15-17-18,3,9,0.557,0
3,5-9-19,5-9-19,1-3-5-8-9-10-15-17-19,3,9,0.5,0
3,5-9-20,5-9-20,1-3-5-8-9-10-15-17-20,3,9,0.547,0
3,5-9-21,5-9-21,1-3-5-8-9-10-15-17-21,3,9,0.5,0
3,6-11-12,6-11-12,1-3-6-8-10-11-12-15-17,3,9,0.624,0
3,6-11-13,6-11-13,1-3-6-8-10-11-13-15-17,3,9,0.532,0
3,6-11-14,6-11-14,1-3-6-8-10-11-14-15-17,3,9,0.624,0
3,6-11-16,6-11-16,1-3-6-8-10-11-15-16-17,3,9,0.658,0
3,6-11-18,6-11-18,1-3-6-8-10-11-15-17-18,3,9,0.618,0
3,6-11-19,6-11-19,1-3-6-8-10-11-15-17-19,3,9,0.624,0
3,6-11-20,6-11-20,1-3-6-8-10-11-15-17-20,3,9,0.613,0
3,6-11-21,6-11-21,1-3-6-8-10-11-15-17-21,3,9,0.624,0
3,6-12-13,6-12-13,1-3-6-8-10-12-13-15-17,3,9,0.625,0
3,6-12-14,6-12-14,1-3-6-8-10-12-14-15-17,3,9,0.547,0
3,6-12-16,6-12-16,1-3-6-8-10-12-15-16-17,3,9,0.551,0
3,6-12-18,6-12-18,1-3-6-8-10-12-15-17-18,3,9,0.661,0
3,6-12-19,6-12-19,1-3-6-8-10-12-15-17-19,3,9,0.547,0
3,6-12-20,6-12-20,1-3-6-8-10-12-15-17-20,3,9,0.69,0
3,6-12-21,6-12-21,1-3-6-8-10-12-15-17-21,3,9,0.547,0
3,6-13-14,6-13-14,1-3-6-8-10-13-14-15-17,3,9,0.625,0
3,6-13-16,6-13-16,1-3-6-8-10-13-15-16-17,3,9,0.603,0
3,6-13-18,6-13-18,1-3-6-8-10-13-15-17-18,3,9,0.663,0
3,6-13-19,6-13-19,1-3-6-8-10-13-15-17-19,3,9,0.625,0
3,6-13-20,6-13-20,1-3-6-8-10-13-15-17-20,3,9,0.668,0
3,6-13-21,6-13-21,1-3-6-8-10-13-15-17-21,3,9,0.625,0
3,6-14-16,6-14-16,1-3-6-8-10-14-15-16-17,3,9,0.551,0
3,6-14-18,6-14-18,1-3-6-8-10-14-15-17-18,3,9,0.661,0
3,6-14-19,6-14-19,1-3-6-8-10-14-15-17-19,3,9,0.547,0
3,6-14-20,6-14-20,1-3-6-8-10-14-15-17-20,3,9,0.69,0
3,6-14-21,6-14-21,1-3-6-8-10-14-15-17-21,3,9,0.547,0
3,6-16-18,6-16-18,1-3-6-8-10-15-16-17-18,3,9,0.636,0
3,6-16-19,6-16-19,1-3-6-8-10-15-16-17-19,3,9,0.551,0
3,6-16-20,6-16-20,1-3-6-8-10-15-16-17-20,3,9,0.662,0
3,6-16-21,6-16-21,1-3-6-8-10-15-16-17-21,3,9,0.551,0
3,6-18-19,6-18-19,1-3-6-8-10-15-17-18-19,3,9,0.661,0
3,6-18-20,6-18-20,1-3-6-8-10-15-17-18-20,3,9,0.514,0
3,6-18-21,6-18-21,1-3-6-8-10-15-17-18-21,3,9,0.661,0
3,6-19-20,6-19-20,1-3-6-8-10-15-17-19-20,3,9,0.652,0
3,6-19-21,6-19-21,1-3-6-8-10-15-17-19-21,3,9,0.547,0
3,6-20-21,6-20-21,1-3-6-8-10-15-17-20-21,3,9,0.69,0
3,6-7-11,6-7-11,1-3-6-7-8-10-11-15-17,3,9,0.624,0
3,6-7-12,6-7-12,1-3-6-7-8-10-12-15-17,3,9,0.547,0
3,6-7-13,6-7-13,1-3-6-7-8-10-13-15-17,3,9,0.625,0
3,6-7-14,6-7-14,1-3-6-7-8-10-14-15-17,3,9,0.547,0
3,6-7-16,6-7-16,1-3-6-7-8-10-15-16-17,3,9,0.551,0
3,6-7-18,6-7-18,1-3-6-7-8-10-15-17-18,3,9,0.634,0
3,6-7-19,6-7-19,1-3-6-7-8-10-15-17-19,3,9,0.547,0
3,6-7-20,6-7-20,1-3-6-7-8-10-15-17-20,3,9,0.652,0
3,6-7-21,6-7-21,1-3-6-7-8-10-15-17-21,3,9,0.547,0
3,6-7-9,6-7-9,1-3-6-7-8-9-10-15-17,3,9,0.529,0
3,6-9-11,6-9-11,1-3-6-8-9-10-11-15-17,3,9,0.624,0
3,6-9-12,6-9-12,1-3-6-8-9-10-12-15-17,3,9,0.547,0
3,6-9-13,6-9-13,1-3-6-8-9-10-13-15-17,3,9,0.625,0
3,6-9-14,6-9-14,1-3-6-8-9-10-14-15-17,3,9,0.547,0
3,6-9-16,6-9-16,1-3-6-8-9-10-15-16-17,3,9,0.551,0
3,6-9-18,6-9-18,1-3-6-8-9-10-15-17-18,3,9,0.661,0
3,6-9-19,6-9-19,1-3-6-8-9-10-15-17-19,3,9,0.547,0
3,6-9-20,6-9-20,1-3-6-8-9-10-15-17-20,3,9,0.69,0
3,6-9-21,6-9-21,1-3-6-8-9-10-15-17-21,3,9,0.547,0
3,7-11-12,7-11-12,1-3-7-8-10-11-12-15-17,3,9,0.5,0
3,7-11-13,7-11-13,1-3-7-8-10-11-13-15-17,3,9,0.5,0
3,7-11-14,7-11-14,1-3-7-8-10-11-14-15-17,3,9,0.5,0
3,7-11-16,7-11-16,1-3-7-8-10-11-15-16-17,3,9,0.531,0
3,7-11-18,7-11-18,1-3-7-8-10-11-15-17-18,3,9,0.557,0
3,7-11-19,7-11-19,1-3-7-8-10-11-15-17-19,3,9,0.5,0
3,7-11-20,7-11-20,1-3-7-8-10-11-15-17-20,3,9,0.547,0
3,7-11-21,7-11-21,1-3-7-8-10-11-15-17-21,3,9,0.5,0
3,7-12-13,7-12-13,1-3-7-8-10-12-13-15-17,3,9,0.5,0
3,7-12-14,7-12-14,1-3-7-8-10-12-14-15-17,3,9,0.5,0
3,7-12-16,7-12-16,1-3-7-8-10-12-15-16-17,3,9,0.531,0
3,7-12-18,7-12-18,1-3-7-8-10-12-15-17-18,3,9,0.557,0
3,7-12-19,7-12-19,1-3-7-8-10-12-15-17-19,3,9,0.5,0
3,7-12-20,7-12-20,1-3-7-8-10-12-15-17-20,3,9,0.547,0
3,7-12-21,7-12-21,1-3-7-8-10-12-15-17-21,3,9,0.5,0
3,7-13-14,7-13-14,1-3-7-8-10-13-14-15-17,3,9,0.5,0
3,7-13-16,7-13-16,1-3-7-8-10-13-15-16-17,3,9,0.531,0
3,7-13-18,7-13-18,1-3-7-8-10-13-15-17-18,3,9,0.557,0
3,7-13-19,7-13-19,1-3-7-8-10-13-15-17-19,3,9,0.5,0
3,7-13-20,7-13-20,1-3-7-8-10-13-15-17-20,3,9,0.547,0
3,7-13-21,7-13-21,1-3-7-8-10-13-15-17-21,3,9,0.5,0
3,7-14-16,7-14-16,1-3-7-8-10-14-15-16-17,3,9,0.531,0
3,7-14-18,7-14-18,1-3-7-8-10-14-15-17-18,3,9,0.557,0
3,7-14-19,7-14-19,1-3-7-8-10-14-15-17-19,3,9,0.5,0
3,7-14-20,7-14-20,1-3-7-8-10-14-15-17-20,3,9,0.547,0
3,7-14-21,7-14-21,1-3-7-8-10-14-15-17-21,3,9,0.5,0
3,7-16-18,7-16-18,1-3-7-8-10-15-16-17-18,3,9,0.74,0
3,7-16-19,7-16-19,1-3-7-8-10-15-16-17-19,3,9,0.531,0
3,7-16-20,7-16-20,1-3-7-8-10-15-16-17-20,3,9,0.551,0
3,7-16-21,7-16-21,1-3-7-8-10-15-16-17-21,3,9,0.531,0
3,7-18-19,7-18-19,1-3-7-8-10-15-17-18-19,3,9,0.557,0
3,7-18-20,7-18-20,1-3-7-8-10-15-17-18-20,3,9,0.661,0
3,7-18-21,7-18-21,1-3-7-8-10-15-17-18-21,3,9,0.557,0
3,7-19-20,7-19-20,1-3-7-8-10-15-17-19-20,3,9,0.547,0
3,7-19-21,7-19-21,1-3-7-8-10-15-17-19-21,3,9,0.5,0
3,7-20-21,7-20-21,1-3-7-8-10-15-17-20-21,3,9,0.547,0
3,7-9-11,7-9-11,1-3-7-8-9-10-11-15-17,3,9,0.5,0
3,7-9-12,7-9-12,1-3-7-8-9-10-12-15-17,3,9,0.5,0
3,7-9-13,7-9-13,1-3-7-8-9-10-13-15-17,3,9,0.5,0
3,7-9-14,7-9-14,1-3-7-8-9-10-14-15-17,3,9,0.5,0
3,7-9-16,7-9-16,1-3-7-8-9-10-15-16-17,3,9,0.531,0
3,7-9-18,7-9-18,1-3-7-8-9-10-15-17-18,3,9,0.557,0
3,7-9-19,7-9-19,1-3-7-8-9-10-15-17-19,3,9,0.5,0
3,7-9-20,7-9-20,1-3-7-8-9-10-15-17-20,3,9,0.547,0
3,7-9-21,7-9-21,1-3-7-8-9-10-15-17-21,3,9,0.5,0
3,9-11-12,9-11-12,1-3-8-9-10-11-12-15-17,3,9,0.5,0
3,9-11-13,9-11-13,1-3-8-9-10-11-13-15-17,3,9,0.5,0
3,9-11-14,9-11-14,1-3-8-9-10-11-14-15-17,3,9,0.5,0
3,9-11-16,9-11-16,1-3-8-9-10-11-15-16-17,3,9,0.531,0
3,9-11-18,9-11-18,1-3-8-9-10-11-15-17-18,3,9,0.557,0
3,9-11-19,9-11-19,1-3-8-9-10-11-15-17-19,3,9,0.5,0
3,9-11-20,9-11-20,1-3-8-9-10-11-15-17-20,3,9,0.547,0
3,9-11-21,9-11-21,1-3-8-9-10-11-15-17-21,3,9,0.5,0
3,9-12-13,9-12-13,1-3-8-9-10-12-13-15-17,3,9,0.5,0
3,9-12-14,9-12-14,1-3-8-9-10-12-14-15-17,3,9,0.5,0
3,9-12-16,9-12-16,1-3-8-9-10-12-15-16-17,3,9,0.531,0
3,9-12-18,9-12-18,1-3-8-9-10-12-15-17-18,3,9,0.557,0
3,9-12-19,9-12-19,1-3-8-9-10-12-15-17-19,3,9,0.5,0
3,9-12-20,9-12-20,1-3-8-9-10-12-15-17-20,3,9,0.547,0
3,9-12-21,9-12-21,1-3-8-9-10-12-15-17-21,3,9,0.5,0
3,9-13-14,9-13-14,1-3-8-9-10-13-14-15-17,3,9,0.5,0
3,9-13-16,9-13-16,1-3-8-9-10-13-15-16-17,3,9,0.531,0
3,9-13-18,9-13-18,1-3-8-9-10-13-15-17-18,3,9,0.557,0
3,9-13-19,9-13-19,1-3-8-9-10-13-15-17-19,3,9,0.5,0
3,9-13-20,9-13-20,1-3-8-9-10-13-15-17-20,3,9,0.547,0
3,9-13-21,9-13-21,1-3-8-9-10-13-15-17-21,3,9,0.5,0
3,9-14-16,9-14-16,1-3-8-9-10-14-15-16-17,3,9,0.531,0
3,9-14-18,9-14-18,1-3-8-9-10-14-15-17-18,3,9,0.557,0
3,9-14-19,9-14-19,1-3-8-9-10-14-15-17-19,3,9,0.5,0
3,9-14-20,9-14-20,1-3-8-9-10-14-15-17-20,3,9,0.547,0
3,9-14-21,9-14-21,1-3-8-9-10-14-15-17-21,3,9,0.5,0
3,9-16-18,9-16-18,1-3-8-9-10-15-16-17-18,3,9,0.74,0
3,9-16-19,9-16-19,1-3-8-9-10-15-16-17-19,3,9,0.531,0
3,9-16-20,9-16-20,1-3-8-9-10-15-16-17-20,3,9,0.551,0
3,9-16-21,9-16-21,1-3-8-9-10-15-16-17-21,3,9,0.531,0
3,9-18-19,9-18-19,1-3-8-9-10-15-17-18-19,3,9,0.557,0
3,9-18-20,9-18-20,1-3-8-9-10-15-17-18-20,3,9,0.661,0
3,9-18-21,9-18-21,1-3-8-9-10-15-17-18-21,3,9,0.557,0
3,9-19-20,9-19-20,1-3-8-9-10-15-17-19-20,3,9,0.547,0
3,9-19-21,9-19-21,1-3-8-9-10-15-17-19-21,3,9,0.5,0
3,9-20-21,9-20-21,1-3-8-9-10-15-17-20-21,3,9,0.547,0
3,11-12-13-14,11-12-13-14,1-3-8-10-11-12-13-14-15-17,4,10,0.5,0
3,11-12-13-16,11-12-13-16,1-3-8-10-11-12-13-15-16-17,4,10,0.531,0
3,11-12-13-18,11-12-13-18,1-3-8-10-11-12-13-15-17-18,4,10,0.557,0
3,11-12-13-19,11-12-13-19,1-3-8-10-11-12-13-15-17-19,4,10,0.5,0
3,11-12-13-20,11-12-13-20,1-3-8-10-11-12-13-15-17-20,4,10,0.547,0
3,11-12-13-21,11-12-13-21,1-3-8-10-11-12-13-15-17-21,4,10,0.5,0
3,11-12-14-16,11-12-14-16,1-3-8-10-11-12-14-15-16-17,4,10,0.531,0
3,11-12-14-18,11-12-14-18,1-3-8-10-11-12-14-15-17-18,4,10,0.557,0
3,11-12-14-19,11-12-14-19,1-3-8-10-11-12-14-15-17-19,4,10,0.5,0
3,11-12-14-20,11-12-14-20,1-3-8-10-11-12-14-15-17-20,4,10,0.547,0
3,11-12-14-21,11-12-14-21,1-3-8-10-11-12-14-15-17-21,4,10,0.5,0
3,11-12-16-18,11-12-16-18,1-3-8-10-11-12-15-16-17-18,4,10,0.74,0
3,11-12-16-19,11-12-16-19,1-3-8-10-11-12-15-16-17-19,4,10,0.531,0
3,11-12-16-20,11-12-16-20,1-3-8-10-11-12-15-16-17-20,4,10,0.551,0
3,11-12-16-21,11-12-16-21,1-3-8-10-11-12-15-16-17-21,4,10,0.531,0
3,11-12-18-19,11-12-18-19,1-3-8-10-11-12-15-17-18-19,4,10,0.557,0
3,11-12-18-20,11-12-18-20,1-3-8-10-11-12-15-17-18-20,4,10,0.661,0
3,11-12-18-21,11-12-18-21,1-3-8-10-11-12-15-17-18-21,4,10,0.557,0
3,11-12-19-20,11-12-19-20,1-3-8-10-11-12-15-17-19-20,4,10,0.547,0
3,11-12-19-21,11-12-19-21,1-3-8-10-11-12-15-17-19-21,4,10,0.5,0
3,11-12-20-21,11-12-20-21,1-3-8-10-11-12-15-17-20-21,4,10,0.547,0
3,11-13-14-16,11-13-14-16,1-3-8-10-11-13-14-15-16-17,4,10,0.531,0
3,11-13-14-18,11-13-14-18,1-3-8-10-11-13-14-15-17-18,4,10,0.557,0
3,11-13-14-19,11-13-14-19,1-3-8-10-11-13-14-15-17-19,4,10,0.5,0
3,11-13-14-20,11-13-14-20,1-3-8-10-11-13-14-15-17-20,4,10,0.547,0
3,11-13-14-21,11-13-14-21,1-3-8-10-11-13-14-15-17-21,4,10,0.5,0
3,11-13-16-18,11-13-16-18,1-3-8-10-11-13-15-16-17-18,4,10,0.74,0
3,11-13-16-19,11-13-16-19,1-3-8-10-11-13-15-16-17-19,4,10,0.531,0
3,11-13-16-20,11-13-16-20,1-3-8-10-11-13-15-16-17-20,4,10,0.551,0
3,11-13-16-21,11-13-16-21,1-3-8-10-11-13-15-16-17-21,4,10,0.531,0
3,11-13-18-19,11-13-18-19,1-3-8-10-11-13-15-17-18-19,4,10,0.557,0
3,11-13-18-20,11-13-18-20,1-3-8-10-11-13-15-17-18-20,4,10,0.661,0
3,11-13-18-21,11-13-18-21,1-3-8-10-11-13-15-17-18-21,4,10,0.557,0
3,11-13-19-20,11-13-19-20,1-3-8-10-11-13-15-17-19-20,4,10,0.547,0
3,11-13-19-21,11-13-19-21,1-3-8-10-11-13-15-17-19-21,4,10,0.5,0
3,11-13-20-21,11-13-20-21,1-3-8-10-11-13-15-17-20-21,4,10,0.547,0
3,11-14-16-18,11-14-16-18,1-3-8-10-11-14-15-16-17-18,4,10,0.74,0
3,11-14-16-19,11-14-16-19,1-3-8-10-11-14-15-16-17-19,4,10,0.531,0
3,11-14-16-20,11-14-16-20,1-3-8-10-11-14-15-16-17-20,4,10,0.551,0
3,11-14-16-21,11-14-16-21,1-3-8-10-11-14-15-16-17-21,4,10,0.531,0
3,11-14-18-19,11-14-18-19,1-3-8-10-11-14-15-17-18-19,4,10,0.557,0
3,11-14-18-20,11-14-18-20,1-3-8-10-11-14-15-17-18-20,4,10,0.661,0
3,11-14-18-21,11-14-18-21,1-3-8-10-11-14-15-17-18-21,4,10,0.557,0
3,11-14-19-20,11-14-19-20,1-3-8-10-11-14-15-17-19-20,4,10,0.547,0
3,11-14-19-21,11-14-19-21,1-3-8-10-11-14-15-17-19-21,4,10,0.5,0
3,11-14-20-21,11-14-20-21,1-3-8-10-11-14-15-17-20-21,4,10,0.547,0
3,11-16-18-19,11-16-18-19,1-3-8-10-11-15-16-17-18-19,4,10,0.74,0
3,11-16-18-20,11-16-18-20,1-3-8-10-11-15-16-17-18-20,4,10,0.636,0
3,11-16-18-21,11-16-18-21,1-3-8-10-11-15-16-17-18-21,4,10,0.74,0
3,11-16-19-20,11-16-19-20,1-3-8-10-11-15-16-17-19-20,4,10,0.551,0
3,11-16-19-21,11-16-19-21,1-3-8-10-11-15-16-17-19-21,4,10,0.531,0
3,11-16-20-21,11-16-20-21,1-3-8-10-11-15-16-17-20-21,4,10,0.551,0
3,11-18-19-20,11-18-19-20,1-3-8-10-11-15-17-18-19-20,4,10,0.634,0
3,11-18-19-21,11-18-19-21,1-3-8-10-11-15-17-18-19-21,4,10,0.557,0
3,11-18-20-21,11-18-20-21,1-3-8-10-11-15-17-18-20-21,4,10,0.661,0
3,11-19-20-21,11-19-20-21,1-3-8-10-11-15-17-19-20-21,4,10,0.547,0
3,12-13-14-16,12-13-14-16,1-3-8-10-12-13-14-15-16-17,4,10,0.531,0
3,12-13-14-18,12-13-14-18,1-3-8-10-12-13-14-15-17-18,4,10,0.557,0
3,12-13-14-19,12-13-14-19,1-3-8-10-12-13-14-15-17-19,4,10,0.5,0
3,12-13-14-20,12-13-14-20,1-3-8-10-12-13-14-15-17-20,4,10,0.547,0
3,12-13-14-21,12-13-14-21,1-3-8-10-12-13-14-15-17-21,4,10,0.5,0
3,12-13-16-18,12-13-16-18,1-3-8-10-12-13-15-16-17-18,4,10,0.74,0
3,12-13-16-19,12-13-16-19,1-3-8-10-12-13-15-16-17-19,4,10,0.531,0
3,12-13-16-20,12-13-16-20,1-3-8-10-12-13-15-16-17-20,4,10,0.551,0
3,12-13-16-21,12-13-16-21,1-3-8-10-12-13-15-16-17-21,4,10,0.531,0
3,12-13-18-19,12-13-18-19,1-3-8-10-12-13-15-17-18-19,4,10,0.557,0
3,12-13-18-20,12-13-18-20,1-3-8-10-12-13-15-17-18-20,4,10,0.661,0
3,12-13-18-21,12-13-18-21,1-3-8-10-12-13-15-17-18-21,4,10,0.557,0
3,12-13-19-20,12-13-19-20,1-3-8-10-12-13-15-17-19-20,4,10,0.547,0
3,12-13-19-21,12-13-19-21,1-3-8-10-12-13-15-17-19-21,4,10,0.5,0
3,12-13-20-21,12-13-20-21,1-3-8-10-12-13-15-17-20-21,4,10,0.547,0
3,12-14-16-18,12-14-16-18,1-3-8-10-12-14-15-16-17-18,4,10,0.74,0
3,12-14-16-19,12-14-16-19,1-3-8-10-12-14-15-16-17-19,4,10,0.531,0
3,12-14-16-20,12-14-16-20,1-3-8-10-12-14-15-16-17-20,4,10,0.551,0
3,12-14-16-21,12-14-16-21,1-3-8-10-12-14-15-16-17-21,4,10,0.531,0
3,12-14-18-19,12-14-18-19,1-3-8-10-12-14-15-17-18-19,4,10,0.557,0
3,12-14-18-20,12-14-18-20,1-3-8-10-12-14-15-17-18-20,4,10,0.661,0
3,12-14-18-21,12-14-18-21,1-3-8-10-12-14-15-17-18-21,4,10,0.557,0
3,12-14-19-20,12-14-19-20,1-3-8-10-12-14-15-17-19-20,4,10,0.547,0
3,12-14-19-21,12-14-19-21,1-3-8-10-12-14-15-17-19-21,4,10,0.5,0
3,12-14-20-21,12-14-20-21,1-3-8-10-12-14-15-17-20-21,4,10,0.547,0
3,12-16-18-19,12-16-18-19,1-3-8-10-12-15-16-17-18-19,4,10,0.74,0
3,12-16-18-20,12-16-18-20,1-3-8-10-12-15-16-17-18-20,4,10,0.636,0
3,12-16-18-21,12-16-18-21,1-3-8-10-12-15-16-17-18-21,4,10,0.74,0
3,12-16-19-20,12-16-19-20,1-3-8-10-12-15-16-17-19-20,4,10,0.551,0
3,12-16-19-21,12-16-19-21,1-3-8-10-12-15-16-17-19-21,4,10,0.531,0
3,12-16-20-21,12-16-20-21,1-3-8-10-12-15-16-17-20-21,4,10,0.551,0
3,12-18-19-20,12-18-19-20,1-3-8-10-12-15-17-18-19-20,4,10,0.634,0
3,12-18-19-21,12-18-19-21,1-3-8-10-12-15-17-18-19-21,4,10,0.557,0
