r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c
2,2-7-14,2-7-14,1-2-3-7-8-10-14,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-12,2-9-12,1-2-3-8-9-10-12,3,7,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-13,2-9-13,1-2-3-8-9-10-13,3,7,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-14,2-9-14,1-2-3-8-9-10-14,3,7,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11-12,2-11-12,1-2-3-8-10-11-12,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11-13,2-11-13,1-2-3-8-10-11-13,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11-14,2-11-14,1-2-3-8-10-11-14,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-12-13,2-12-13,1-2-3-8-10-12-13,3,7,0.535,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-12-14,2-12-14,1-2-3-8-10-12-14,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-13-14,2-13-14,1-2-3-8-10-13-14,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6,4-5-6,1-3-4-5-6-8-10,3,7,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7,4-5-7,1-3-4-5-7-8-10,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-9,4-5-9,1-3-4-5-8-9-10,3,7,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-11,4-5-11,1-3-4-5-8-10-11,3,7,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-12,4-5-12,1-3-4-5-8-10-12,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-13,4-5-13,1-3-4-5-8-10-13,3,7,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-14,4-5-14,1-3-4-5-8-10-14,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7,4-6-7,1-3-4-6-7-8-10,3,7,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9,4-6-9,1-3-4-6-8-9-10,3,7,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-11,4-6-11,1-3-4-6-8-10-11,3,7,0.632,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-12,4-6-12,1-3-4-6-8-10-12,3,7,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-14,4-6-14,1-3-4-6-8-10-14,3,7,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-9,4-7-9,1-3-4-7-8-9-10,3,7,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-11,4-7-11,1-3-4-7-8-10-11,3,7,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-12,4-7-12,1-3-4-7-8-10-12,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-13,4-7-13,1-3-4-7-8-10-13,3,7,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-14,4-7-14,1-3-4-7-8-10-14,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-12,4-9-12,1-3-4-8-9-10-12,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-13,4-9-13,1-3-4-8-9-10-13,3,7,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-14,4-9-14,1-3-4-8-9-10-14,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11-12,4-11-12,1-3-4-8-10-11-12,3,7,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11-13,4-11-13,1-3-4-8-10-11-13,3,7,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11-14,4-11-14,1-3-4-8-10-11-14,3,7,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-12-13,4-12-13,1-3-4-8-10-12-13,3,7,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-12-14,4-12-14,1-3-4-8-10-12-14,3,7,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-13-14,4-13-14,1-3-4-8-10-13-14,3,7,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7,5-6-7,1-3-5-6-7-8-10,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-9,5-6-9,1-3-5-6-8-9-10,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-11,5-6-11,1-3-5-6-8-10-11,3,7,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-12,5-6-12,1-3-5-6-8-10-12,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-14,5-6-14,1-3-5-6-8-10-14,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9,5-7-9,1-3-5-7-8-9-10,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-11,5-7-11,1-3-5-7-8-10-11,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-13,5-7-13,1-3-5-7-8-10-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-11,5-9-11,1-3-5-8-9-10-11,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-12,5-9-12,1-3-5-8-9-10-12,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-13,5-9-13,1-3-5-8-9-10-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-14,5-9-14,1-3-5-8-9-10-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11-12,5-11-12,1-3-5-8-10-11-12,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11-13,5-11-13,1-3-5-8-10-11-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11-14,5-11-14,1-3-5-8-10-11-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-12-13,5-12-13,1-3-5-8-10-12-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-13-14,5-13-14,1-3-5-8-10-13-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-9,6-7-9,1-3-6-7-8-9-10,3,7,0.529,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-11,6-7-11,1-3-6-7-8-10-11,3,7,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-12,6-7-12,1-3-6-7-8-10-12,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-14,6-7-14,1-3-6-7-8-10-14,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-9-11,6-9-11,1-3-6-8-9-10-11,3,7,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-9-12,6-9-12,1-3-6-8-9-10-12,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-9-14,6-9-14,1-3-6-8-9-10-14,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-11-12,6-11-12,1-3-6-8-10-11-12,3,7,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-11-14,6-11-14,1-3-6-8-10-11-14,3,7,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-12-14,6-12-14,1-3-6-8-10-12-14,3,7,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-9-11,7-9-11,1-3-7-8-9-10-11,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-9-12,7-9-12,1-3-7-8-9-10-12,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-9-13,7-9-13,1-3-7-8-9-10-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-9-14,7-9-14,1-3-7-8-9-10-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-11-12,7-11-12,1-3-7-8-10-11-12,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-11-13,7-11-13,1-3-7-8-10-11-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-11-14,7-11-14,1-3-7-8-10-11-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-12-13,7-12-13,1-3-7-8-10-12-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-13-14,7-13-14,1-3-7-8-10-13-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-11-12,9-11-12,1-3-8-9-10-11-12,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-11-13,9-11-13,1-3-8-9-10-11-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-11-14,9-11-14,1-3-8-9-10-11-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-12-13,9-12-13,1-3-8-9-10-12-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-12-14,9-12-14,1-3-8-9-10-12-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-13-14,9-13-14,1-3-8-9-10-13-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11-12-13,11-12-13,1-3-8-10-11-12-13,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11-12-14,11-12-14,1-3-8-10-11-12-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11-13-14,11-13-14,1-3-8-10-11-13-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,12-13-14,12-13-14,1-3-8-10-12-13-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6,2-4-5-6,1-2-3-4-5-6-8-10,4,8,0.842,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7,2-4-5-7,1-2-3-4-5-7-8-10,4,8,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-9,2-4-5-9,1-2-3-4-5-8-9-10,4,8,0.785,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-11,2-4-5-11,1-2-3-4-5-8-10-11,4,8,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-12,2-4-5-12,1-2-3-4-5-8-10-12,4,8,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-13,2-4-5-13,1-2-3-4-5-8-10-13,4,8,0.571,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-14,2-4-5-14,1-2-3-4-5-8-10-14,4,8,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7,2-4-6-7,1-2-3-4-6-7-8-10,4,8,0.636,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9,2-4-6-9,1-2-3-4-6-8-9-10,4,8,0.716,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-11,2-4-6-11,1-2-3-4-6-8-10-11,4,8,0.633,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-12,2-4-6-12,1-2-3-4-6-8-10-12,4,8,0.636,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-14,2-4-6-14,1-2-3-4-6-8-10-14,4,8,0.636,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-9,2-4-7-9,1-2-3-4-7-8-9-10,4,8,0.785,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-11,2-4-7-11,1-2-3-4-7-8-10-11,4,8,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-12,2-4-7-12,1-2-3-4-7-8-10-12,4,8,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-13,2-4-7-13,1-2-3-4-7-8-10-13,4,8,0.571,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-14,2-4-7-14,1-2-3-4-7-8-10-14,4,8,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-12,2-4-9-12,1-2-3-4-8-9-10-12,4,8,0.659,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-13,2-4-9-13,1-2-3-4-8-9-10-13,4,8,0.659,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-14,2-4-9-14,1-2-3-4-8-9-10-14,4,8,0.659,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-11-12,2-4-11-12,1-2-3-4-8-10-11-12,4,8,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-11-13,2-4-11-13,1-2-3-4-8-10-11-13,4,8,0.585,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-11-14,2-4-11-14,1-2-3-4-8-10-11-14,4,8,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-12-13,2-4-12-13,1-2-3-4-8-10-12-13,4,8,0.728,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-12-14,2-4-12-14,1-2-3-4-8-10-12-14,4,8,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-13-14,2-4-13-14,1-2-3-4-8-10-13-14,4,8,0.571,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7,2-5-6-7,1-2-3-5-6-7-8-10,4,8,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-9,2-5-6-9,1-2-3-5-6-8-9-10,4,8,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-11,2-5-6-11,1-2-3-5-6-8-10-11,4,8,0.658,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-12,2-5-6-12,1-2-3-5-6-8-10-12,4,8,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-13,2-5-6-13,1-2-3-5-6-8-10-13,4,8,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-14,2-5-6-14,1-2-3-5-6-8-10-14,4,8,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9,2-5-7-9,1-2-3-5-7-8-9-10,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-11,2-5-7-11,1-2-3-5-7-8-10-11,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-12,2-5-7-12,1-2-3-5-7-8-10-12,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-13,2-5-7-13,1-2-3-5-7-8-10-13,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-14,2-5-7-14,1-2-3-5-7-8-10-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-9-11,2-5-9-11,1-2-3-5-8-9-10-11,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-9-12,2-5-9-12,1-2-3-5-8-9-10-12,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-9-13,2-5-9-13,1-2-3-5-8-9-10-13,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-9-14,2-5-9-14,1-2-3-5-8-9-10-14,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-11-12,2-5-11-12,1-2-3-5-8-10-11-12,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-11-13,2-5-11-13,1-2-3-5-8-10-11-13,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-11-14,2-5-11-14,1-2-3-5-8-10-11-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-12-13,2-5-12-13,1-2-3-5-8-10-12-13,4,8,0.535,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-12-14,2-5-12-14,1-2-3-5-8-10-12-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-13-14,2-5-13-14,1-2-3-5-8-10-13-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-9,2-6-7-9,1-2-3-6-7-8-9-10,4,8,0.626,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-11,2-6-7-11,1-2-3-6-7-8-10-11,4,8,0.658,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-12,2-6-7-12,1-2-3-6-7-8-10-12,4,8,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-13,2-6-7-13,1-2-3-6-7-8-10-13,4,8,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-14,2-6-7-14,1-2-3-6-7-8-10-14,4,8,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9-11,2-6-9-11,1-2-3-6-8-9-10-11,4,8,0.701,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9-12,2-6-9-12,1-2-3-6-8-9-10-12,4,8,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9-14,2-6-9-14,1-2-3-6-8-9-10-14,4,8,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-11-12,2-6-11-12,1-2-3-6-8-10-11-12,4,8,0.658,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-11-14,2-6-11-14,1-2-3-6-8-10-11-14,4,8,0.658,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-12-13,2-6-12-13,1-2-3-6-8-10-12-13,4,8,0.645,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-12-14,2-6-12-14,1-2-3-6-8-10-12-14,4,8,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-13-14,2-6-13-14,1-2-3-6-8-10-13-14,4,8,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-9-11,2-7-9-11,1-2-3-7-8-9-10-11,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-9-12,2-7-9-12,1-2-3-7-8-9-10-12,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-9-13,2-7-9-13,1-2-3-7-8-9-10-13,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-9-14,2-7-9-14,1-2-3-7-8-9-10-14,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-11-12,2-7-11-12,1-2-3-7-8-10-11-12,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-11-13,2-7-11-13,1-2-3-7-8-10-11-13,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-11-14,2-7-11-14,1-2-3-7-8-10-11-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-12-13,2-7-12-13,1-2-3-7-8-10-12-13,4,8,0.535,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-12-14,2-7-12-14,1-2-3-7-8-10-12-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-13-14,2-7-13-14,1-2-3-7-8-10-13-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-11-12,2-9-11-12,1-2-3-8-9-10-11-12,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-11-13,2-9-11-13,1-2-3-8-9-10-11-13,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-11-14,2-9-11-14,1-2-3-8-9-10-11-14,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-12-13,2-9-12-13,1-2-3-8-9-10-12-13,4,8,0.534,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-12-14,2-9-12-14,1-2-3-8-9-10-12-14,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-13-14,2-9-13-14,1-2-3-8-9-10-13-14,4,8,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11-12-13,2-11-12-13,1-2-3-8-10-11-12-13,4,8,0.535,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11-12-14,2-11-12-14,1-2-3-8-10-11-12-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11-13-14,2-11-13-14,1-2-3-8-10-11-13-14,4,8,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-12-13-14,2-12-13-14,1-2-3-8-10-12-13-14,4,8,0.535,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7,4-5-6-7,1-3-4-5-6-7-8-10,4,8,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-9,4-5-6-9,1-3-4-5-6-8-9-10,4,8,0.837,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-11,4-5-6-11,1-3-4-5-6-8-10-11,4,8,0.649,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-12,4-5-6-12,1-3-4-5-6-8-10-12,4,8,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-13,4-5-6-13,1-3-4-5-6-8-10-13,4,8,0.648,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-14,4-5-6-14,1-3-4-5-6-8-10-14,4,8,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9,4-5-7-9,1-3-4-5-7-8-9-10,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-11,4-5-7-11,1-3-4-5-7-8-10-11,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-12,4-5-7-12,1-3-4-5-7-8-10-12,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-13,4-5-7-13,1-3-4-5-7-8-10-13,4,8,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-14,4-5-7-14,1-3-4-5-7-8-10-14,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-9-11,4-5-9-11,1-3-4-5-8-9-10-11,4,8,0.563,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-9-12,4-5-9-12,1-3-4-5-8-9-10-12,4,8,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-9-13,4-5-9-13,1-3-4-5-8-9-10-13,4,8,0.574,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-9-14,4-5-9-14,1-3-4-5-8-9-10-14,4,8,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-11-12,4-5-11-12,1-3-4-5-8-10-11-12,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-11-13,4-5-11-13,1-3-4-5-8-10-11-13,4,8,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-11-14,4-5-11-14,1-3-4-5-8-10-11-14,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-12-13,4-5-12-13,1-3-4-5-8-10-12-13,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-12-14,4-5-12-14,1-3-4-5-8-10-12-14,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-13-14,4-5-13-14,1-3-4-5-8-10-13-14,4,8,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-9,4-6-7-9,1-3-4-6-7-8-9-10,4,8,0.581,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-11,4-6-7-11,1-3-4-6-7-8-10-11,4,8,0.632,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-12,4-6-7-12,1-3-4-6-7-8-10-12,4,8,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-13,4-6-7-13,1-3-4-6-7-8-10-13,4,8,0.651,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-14,4-6-7-14,1-3-4-6-7-8-10-14,4,8,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9-11,4-6-9-11,1-3-4-6-8-9-10-11,4,8,0.632,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9-12,4-6-9-12,1-3-4-6-8-9-10-12,4,8,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9-14,4-6-9-14,1-3-4-6-8-9-10-14,4,8,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-11-12,4-6-11-12,1-3-4-6-8-10-11-12,4,8,0.632,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
