r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c
2,2-4-7-9-12-13-14,2-4-7-9-12-13-14,1-2-3-4-7-8-9-10-12-13-14,7,11,0.765,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-11-12-13-14,2-4-7-11-12-13-14,1-2-3-4-7-8-10-11-12-13-14,7,11,0.594,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-11-12-13-14,2-4-9-11-12-13-14,1-2-3-4-8-9-10-11-12-13-14,7,11,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-12,2-5-6-7-9-11-12,1-2-3-5-6-7-8-9-10-11-12,7,11,0.703,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-13,2-5-6-7-9-11-13,1-2-3-5-6-7-8-9-10-11-13,7,11,0.749,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-14,2-5-6-7-9-11-14,1-2-3-5-6-7-8-9-10-11-14,7,11,0.703,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-12-13,2-5-6-7-9-12-13,1-2-3-5-6-7-8-9-10-12-13,7,11,0.681,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-12-14,2-5-6-7-9-12-14,1-2-3-5-6-7-8-9-10-12-14,7,11,0.626,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-13-14,2-5-6-7-9-13-14,1-2-3-5-6-7-8-9-10-13-14,7,11,0.627,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-11-12-13,2-5-6-7-11-12-13,1-2-3-5-6-7-8-10-11-12-13,7,11,0.745,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-11-12-14,2-5-6-7-11-12-14,1-2-3-5-6-7-8-10-11-12-14,7,11,0.658,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-11-13-14,2-5-6-7-11-13-14,1-2-3-5-6-7-8-10-11-13-14,7,11,0.653,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-9-11-12-13,2-5-6-9-11-12-13,1-2-3-5-6-8-9-10-11-12-13,7,11,0.755,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-9-11-12-14,2-5-6-9-11-12-14,1-2-3-5-6-8-9-10-11-12-14,7,11,0.701,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-9-11-13-14,2-5-6-9-11-13-14,1-2-3-5-6-8-9-10-11-13-14,7,11,0.657,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-9-12-13-14,2-5-6-9-12-13-14,1-2-3-5-6-8-9-10-12-13-14,7,11,0.759,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-11-12-13-14,2-5-6-11-12-13-14,1-2-3-5-6-8-10-11-12-13-14,7,11,0.579,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9-11-12-13,2-5-7-9-11-12-13,1-2-3-5-7-8-9-10-11-12-13,7,11,0.534,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9-11-13-14,2-5-7-9-11-13-14,1-2-3-5-7-8-9-10-11-13-14,7,11,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9-12-13-14,2-5-7-9-12-13-14,1-2-3-5-7-8-9-10-12-13-14,7,11,0.534,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-11-12-13-14,2-5-7-11-12-13-14,1-2-3-5-7-8-10-11-12-13-14,7,11,0.535,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-9-11-12-13-14,2-5-9-11-12-13-14,1-2-3-5-8-9-10-11-12-13-14,7,11,0.534,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-9-11-12-13,2-6-7-9-11-12-13,1-2-3-6-7-8-9-10-11-12-13,7,11,0.846,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-9-11-12-14,2-6-7-9-11-12-14,1-2-3-6-7-8-9-10-11-12-14,7,11,0.703,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-9-11-13-14,2-6-7-9-11-13-14,1-2-3-6-7-8-9-10-11-13-14,7,11,0.749,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-9-12-13-14,2-6-7-9-12-13-14,1-2-3-6-7-8-9-10-12-13-14,7,11,0.681,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-11-12-13-14,2-6-7-11-12-13-14,1-2-3-6-7-8-10-11-12-13-14,7,11,0.745,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9-11-12-13-14,2-6-9-11-12-13-14,1-2-3-6-8-9-10-11-12-13-14,7,11,0.755,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-9-11-12-13-14,2-7-9-11-12-13-14,1-2-3-7-8-9-10-11-12-13-14,7,11,0.534,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-12,4-5-6-7-9-11-12,1-3-4-5-6-7-8-9-10-11-12,7,11,0.569,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-13,4-5-6-7-9-11-13,1-3-4-5-6-7-8-9-10-11-13,7,11,0.649,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-14,4-5-6-7-9-11-14,1-3-4-5-6-7-8-9-10-11-14,7,11,0.569,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-12-13,4-5-6-7-9-12-13,1-3-4-5-6-7-8-9-10-12-13,7,11,0.731,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-12-14,4-5-6-7-9-12-14,1-3-4-5-6-7-8-9-10-12-14,7,11,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-13-14,4-5-6-7-9-13-14,1-3-4-5-6-7-8-9-10-13-14,7,11,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-11-12-13,4-5-6-7-11-12-13,1-3-4-5-6-7-8-10-11-12-13,7,11,0.676,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-11-12-14,4-5-6-7-11-12-14,1-3-4-5-6-7-8-10-11-12-14,7,11,0.649,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-11-13-14,4-5-6-7-11-13-14,1-3-4-5-6-7-8-10-11-13-14,7,11,0.635,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-9-11-12-13,4-5-6-9-11-12-13,1-3-4-5-6-8-9-10-11-12-13,7,11,0.785,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-9-11-12-14,4-5-6-9-11-12-14,1-3-4-5-6-8-9-10-11-12-14,7,11,0.687,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-9-11-13-14,4-5-6-9-11-13-14,1-3-4-5-6-8-9-10-11-13-14,7,11,0.623,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-9-12-13-14,4-5-6-9-12-13-14,1-3-4-5-6-8-9-10-12-13-14,7,11,0.81,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-11-12-13-14,4-5-6-11-12-13-14,1-3-4-5-6-8-10-11-12-13-14,7,11,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9-11-12-13,4-5-7-9-11-12-13,1-3-4-5-7-8-9-10-11-12-13,7,11,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9-11-13-14,4-5-7-9-11-13-14,1-3-4-5-7-8-9-10-11-13-14,7,11,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9-12-13-14,4-5-7-9-12-13-14,1-3-4-5-7-8-9-10-12-13-14,7,11,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-11-12-13-14,4-5-7-11-12-13-14,1-3-4-5-7-8-10-11-12-13-14,7,11,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-9-11-12-13-14,4-5-9-11-12-13-14,1-3-4-5-8-9-10-11-12-13-14,7,11,0.563,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-9-11-12-13,4-6-7-9-11-12-13,1-3-4-6-7-8-9-10-11-12-13,7,11,0.676,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-9-11-12-14,4-6-7-9-11-12-14,1-3-4-6-7-8-9-10-11-12-14,7,11,0.676,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-9-11-13-14,4-6-7-9-11-13-14,1-3-4-6-7-8-9-10-11-13-14,7,11,0.614,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-9-12-13-14,4-6-7-9-12-13-14,1-3-4-6-7-8-9-10-12-13-14,7,11,0.581,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-11-12-13-14,4-6-7-11-12-13-14,1-3-4-6-7-8-10-11-12-13-14,7,11,0.632,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9-11-12-13-14,4-6-9-11-12-13-14,1-3-4-6-8-9-10-11-12-13-14,7,11,0.669,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-9-11-12-13-14,4-7-9-11-12-13-14,1-3-4-7-8-9-10-11-12-13-14,7,11,0.563,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-9-11-12-13,5-6-7-9-11-12-13,1-3-5-6-7-8-9-10-11-12-13,7,11,0.552,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-9-11-12-14,5-6-7-9-11-12-14,1-3-5-6-7-8-9-10-11-12-14,7,11,0.552,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-9-11-13-14,5-6-7-9-11-13-14,1-3-5-6-7-8-9-10-11-13-14,7,11,0.652,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-9-11-12-13-14,5-6-9-11-12-13-14,1-3-5-6-8-9-10-11-12-13-14,7,11,0.532,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-11-12-13-14,5-7-9-11-12-13-14,1-3-5-7-8-9-10-11-12-13-14,7,11,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-9-11-12-13-14,6-7-9-11-12-13-14,1-3-6-7-8-9-10-11-12-13-14,7,11,0.552,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-11-12,2-4-5-6-7-9-11-12,1-2-3-4-5-6-7-8-9-10-11-12,8,12,0.711,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-11-14,2-4-5-6-7-9-11-14,1-2-3-4-5-6-7-8-9-10-11-14,8,12,0.711,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-12-13,2-4-5-6-7-9-12-13,1-2-3-4-5-6-7-8-9-10-12-13,8,12,0.948,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-12-14,2-4-5-6-7-9-12-14,1-2-3-4-5-6-7-8-9-10-12-14,8,12,0.693,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-13-14,2-4-5-6-7-9-13-14,1-2-3-4-5-6-7-8-9-10-13-14,8,12,0.673,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-11-12-13,2-4-5-6-7-11-12-13,1-2-3-4-5-6-7-8-10-11-12-13,8,12,0.835,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-11-12-14,2-4-5-6-7-11-12-14,1-2-3-4-5-6-7-8-10-11-12-14,8,12,0.699,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-11-13-14,2-4-5-6-7-11-13-14,1-2-3-4-5-6-7-8-10-11-13-14,8,12,0.734,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-9-11-12-14,2-4-5-6-9-11-12-14,1-2-3-4-5-6-8-9-10-11-12-14,8,12,0.715,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-9-12-13-14,2-4-5-6-9-12-13-14,1-2-3-4-5-6-8-9-10-12-13-14,8,12,0.865,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-11-12-13-14,2-4-5-6-11-12-13-14,1-2-3-4-5-6-8-10-11-12-13-14,8,12,0.7,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11-12-13,2-4-5-7-9-11-12-13,1-2-3-4-5-7-8-9-10-11-12-13,8,12,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11-13-14,2-4-5-7-9-11-13-14,1-2-3-4-5-7-8-9-10-11-13-14,8,12,0.649,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-12-13-14,2-4-5-7-9-12-13-14,1-2-3-4-5-7-8-9-10-12-13-14,8,12,0.631,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-11-12-13-14,2-4-5-7-11-12-13-14,1-2-3-4-5-7-8-10-11-12-13-14,8,12,0.587,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-9-11-12-13-14,2-4-5-9-11-12-13-14,1-2-3-4-5-8-9-10-11-12-13-14,8,12,0.638,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-9-11-12-14,2-4-6-7-9-11-12-14,1-2-3-4-6-7-8-9-10-11-12-14,8,12,0.717,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-9-12-13-14,2-4-6-7-9-12-13-14,1-2-3-4-6-7-8-9-10-12-13-14,8,12,0.679,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-11-12-13-14,2-4-6-7-11-12-13-14,1-2-3-4-6-7-8-10-11-12-13-14,8,12,0.665,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-9-11-12-13-14,2-4-7-9-11-12-13-14,1-2-3-4-7-8-9-10-11-12-13-14,8,12,0.638,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-12-13,2-5-6-7-9-11-12-13,1-2-3-5-6-7-8-9-10-11-12-13,8,12,0.846,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-12-14,2-5-6-7-9-11-12-14,1-2-3-5-6-7-8-9-10-11-12-14,8,12,0.703,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-13-14,2-5-6-7-9-11-13-14,1-2-3-5-6-7-8-9-10-11-13-14,8,12,0.749,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-9-11-12-13-14,2-5-6-9-11-12-13-14,1-2-3-5-6-8-9-10-11-12-13-14,8,12,0.755,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9-11-12-13-14,2-5-7-9-11-12-13-14,1-2-3-5-7-8-9-10-11-12-13-14,8,12,0.534,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7-9-11-12-13-14,2-6-7-9-11-12-13-14,1-2-3-6-7-8-9-10-11-12-13-14,8,12,0.846,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-12-13,4-5-6-7-9-11-12-13,1-3-4-5-6-7-8-9-10-11-12-13,8,12,0.699,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-12-14,4-5-6-7-9-11-12-14,1-3-4-5-6-7-8-9-10-11-12-14,8,12,0.569,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-13-14,4-5-6-7-9-11-13-14,1-3-4-5-6-7-8-9-10-11-13-14,8,12,0.649,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-9-11-12-13-14,4-5-6-9-11-12-13-14,1-3-4-5-6-8-9-10-11-12-13-14,8,12,0.785,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9-11-12-13-14,4-5-7-9-11-12-13-14,1-3-4-5-7-8-9-10-11-12-13-14,8,12,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-7-9-11-12-13-14,4-6-7-9-11-12-13-14,1-3-4-6-7-8-9-10-11-12-13-14,8,12,0.676,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
