r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,2-4-5-6-9-11-12-13-16-18-19-20,2-4-5-6-9-11-12-13-16-18-19-20,1-2-3-4-5-6-8-9-10-11-12-13-15-16-17-18-19-20,12,18,0.843,0
3,2-4-5-6-9-11-12-13-16-18-19-20-21,2-4-5-6-9-11-12-13-16-18-19-20-21,1-2-3-4-5-6-8-9-10-11-12-13-15-16-17-18-19-20-21,13,19,0.843,0
3,2-4-5-6-9-11-12-13-16-18-20,2-4-5-6-9-11-12-13-16-18-20,1-2-3-4-5-6-8-9-10-11-12-13-15-16-17-18-20,11,17,0.8,0
3,2-4-5-6-9-11-12-13-16-18-20-21,2-4-5-6-9-11-12-13-16-18-20-21,1-2-3-4-5-6-8-9-10-11-12-13-15-16-17-18-20-21,12,18,0.8,0
3,2-4-5-6-9-11-13-14-16-18-19-20,2-4-5-6-9-11-13-14-16-18-19-20,1-2-3-4-5-6-8-9-10-11-13-14-15-16-17-18-19-20,12,18,0.616,0
3,2-4-5-6-9-11-13-14-16-18-19-20-21,2-4-5-6-9-11-13-14-16-18-19-20-21,1-2-3-4-5-6-8-9-10-11-13-14-15-16-17-18-19-20-21,13,19,0.616,0
3,2-4-5-6-9-11-13-14-16-18-20,2-4-5-6-9-11-13-14-16-18-20,1-2-3-4-5-6-8-9-10-11-13-14-15-16-17-18-20,11,17,0.679,0
3,2-4-5-6-9-11-13-14-16-18-20-21,2-4-5-6-9-11-13-14-16-18-20-21,1-2-3-4-5-6-8-9-10-11-13-14-15-16-17-18-20-21,12,18,0.679,0
3,2-4-5-6-9-11-13-16-18-19-20,2-4-5-6-9-11-13-16-18-19-20,1-2-3-4-5-6-8-9-10-11-13-15-16-17-18-19-20,11,17,0.645,0
3,2-4-5-6-9-11-13-16-18-19-20-21,2-4-5-6-9-11-13-16-18-19-20-21,1-2-3-4-5-6-8-9-10-11-13-15-16-17-18-19-20-21,12,18,0.645,0
3,2-4-5-6-9-11-13-16-18-20,2-4-5-6-9-11-13-16-18-20,1-2-3-4-5-6-8-9-10-11-13-15-16-17-18-20,10,16,0.708,0
3,2-4-5-6-9-11-13-16-18-20-21,2-4-5-6-9-11-13-16-18-20-21,1-2-3-4-5-6-8-9-10-11-13-15-16-17-18-20-21,11,17,0.708,0
3,2-4-5-7-9-11-12-13-14-16-18-19-20-21,2-4-5-7-9-11-12-13-14-16-18-19-20-21,1-2-3-4-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,14,20,0.599,0
3,2-4-5-7-9-11-12-13-14-16-18-19-21,2-4-5-7-9-11-12-13-14-16-18-19-21,1-2-3-4-5-7-8-9-10-11-12-13-14-15-16-17-18-19-21,13,19,0.628,0
3,2-4-5-7-9-11-12-14-16-18,2-4-5-7-9-11-12-14-16-18,1-2-3-4-5-7-8-9-10-11-12-14-15-16-17-18,10,16,0.61,0
3,2-4-5-7-9-11-12-14-16-18-19,2-4-5-7-9-11-12-14-16-18-19,1-2-3-4-5-7-8-9-10-11-12-14-15-16-17-18-19,11,17,0.61,0
3,2-4-5-7-9-11-12-14-16-18-19-20-21,2-4-5-7-9-11-12-14-16-18-19-20-21,1-2-3-4-5-7-8-9-10-11-12-14-15-16-17-18-19-20-21,13,19,0.625,0
3,2-4-5-7-9-11-12-14-16-18-19-21,2-4-5-7-9-11-12-14-16-18-19-21,1-2-3-4-5-7-8-9-10-11-12-14-15-16-17-18-19-21,12,18,0.61,0
3,2-4-5-7-9-11-12-14-16-18-21,2-4-5-7-9-11-12-14-16-18-21,1-2-3-4-5-7-8-9-10-11-12-14-15-16-17-18-21,11,17,0.61,0
3,2-4-5-7-9-11-12-14-16-19-21,2-4-5-7-9-11-12-14-16-19-21,1-2-3-4-5-7-8-9-10-11-12-14-15-16-17-19-21,11,17,0.617,0
3,2-4-5-7-9-11-12-14-18-19-21,2-4-5-7-9-11-12-14-18-19-21,1-2-3-4-5-7-8-9-10-11-12-14-15-17-18-19-21,11,17,0.601,0
3,2-4-5-7-9-11-12-14-19-21,2-4-5-7-9-11-12-14-19-21,1-2-3-4-5-7-8-9-10-11-12-14-15-17-19-21,10,16,0.616,0
3,2-4-5-7-9-11-12-16-18,2-4-5-7-9-11-12-16-18,1-2-3-4-5-7-8-9-10-11-12-15-16-17-18,9,15,0.659,0
3,2-4-5-7-9-11-12-16-18-19,2-4-5-7-9-11-12-16-18-19,1-2-3-4-5-7-8-9-10-11-12-15-16-17-18-19,10,16,0.659,0
3,2-4-5-7-9-11-12-16-18-19-21,2-4-5-7-9-11-12-16-18-19-21,1-2-3-4-5-7-8-9-10-11-12-15-16-17-18-19-21,11,17,0.659,0
3,2-4-5-7-9-11-12-16-18-21,2-4-5-7-9-11-12-16-18-21,1-2-3-4-5-7-8-9-10-11-12-15-16-17-18-21,10,16,0.659,0
3,2-4-5-7-9-11-14-16-18,2-4-5-7-9-11-14-16-18,1-2-3-4-5-7-8-9-10-11-14-15-16-17-18,9,15,0.659,0
3,2-4-5-7-9-11-14-16-18-19,2-4-5-7-9-11-14-16-18-19,1-2-3-4-5-7-8-9-10-11-14-15-16-17-18-19,10,16,0.659,0
3,2-4-5-7-9-11-14-16-18-19-21,2-4-5-7-9-11-14-16-18-19-21,1-2-3-4-5-7-8-9-10-11-14-15-16-17-18-19-21,11,17,0.659,0
3,2-4-5-7-9-11-14-16-18-21,2-4-5-7-9-11-14-16-18-21,1-2-3-4-5-7-8-9-10-11-14-15-16-17-18-21,10,16,0.659,0
3,2-4-5-7-9-11-16-18,2-4-5-7-9-11-16-18,1-2-3-4-5-7-8-9-10-11-15-16-17-18,8,14,0.61,0
3,2-4-5-7-9-11-16-18-19,2-4-5-7-9-11-16-18-19,1-2-3-4-5-7-8-9-10-11-15-16-17-18-19,9,15,0.61,0
3,2-4-5-7-9-11-16-18-19-21,2-4-5-7-9-11-16-18-19-21,1-2-3-4-5-7-8-9-10-11-15-16-17-18-19-21,10,16,0.61,0
3,2-4-5-7-9-11-16-18-21,2-4-5-7-9-11-16-18-21,1-2-3-4-5-7-8-9-10-11-15-16-17-18-21,9,15,0.61,0
3,2-4-5-7-9-12-14-16-18-19-21,2-4-5-7-9-12-14-16-18-19-21,1-2-3-4-5-7-8-9-10-12-14-15-16-17-18-19-21,11,17,0.62,0
3,2-4-5-7-9-12-14-16-19-21,2-4-5-7-9-12-14-16-19-21,1-2-3-4-5-7-8-9-10-12-14-15-16-17-19-21,10,16,0.611,0
3,2-4-5-7-9-12-14-18-19-21,2-4-5-7-9-12-14-18-19-21,1-2-3-4-5-7-8-9-10-12-14-15-17-18-19-21,10,16,0.59,0
3,2-4-5-7-9-12-14-19-21,2-4-5-7-9-12-14-19-21,1-2-3-4-5-7-8-9-10-12-14-15-17-19-21,9,15,0.659,0
3,2-4-5-7-11-12-14-16-18-19-21,2-4-5-7-11-12-14-16-18-19-21,1-2-3-4-5-7-8-10-11-12-14-15-16-17-18-19-21,11,17,0.735,0
3,2-4-5-7-11-12-14-16-19-21,2-4-5-7-11-12-14-16-19-21,1-2-3-4-5-7-8-10-11-12-14-15-16-17-19-21,10,16,0.714,0
3,2-4-5-7-11-12-14-18-19-21,2-4-5-7-11-12-14-18-19-21,1-2-3-4-5-7-8-10-11-12-14-15-17-18-19-21,10,16,0.575,0
3,2-4-5-7-11-12-14-19-21,2-4-5-7-11-12-14-19-21,1-2-3-4-5-7-8-10-11-12-14-15-17-19-21,9,15,0.618,0
3,2-4-5-7-12-14-16-18-19-21,2-4-5-7-12-14-16-18-19-21,1-2-3-4-5-7-8-10-12-14-15-16-17-18-19-21,10,16,0.714,0
3,2-4-5-7-12-14-16-19-21,2-4-5-7-12-14-16-19-21,1-2-3-4-5-7-8-10-12-14-15-16-17-19-21,9,15,0.647,0
3,2-4-5-7-12-14-18-19-21,2-4-5-7-12-14-18-19-21,1-2-3-4-5-7-8-10-12-14-15-17-18-19-21,9,15,0.548,0
3,2-4-5-7-12-14-19-21,2-4-5-7-12-14-19-21,1-2-3-4-5-7-8-10-12-14-15-17-19-21,8,14,0.74,0
3,2-4-5-9-11-12-14-16-18,2-4-5-9-11-12-14-16-18,1-2-3-4-5-8-9-10-11-12-14-15-16-17-18,9,15,0.602,0
3,2-4-5-9-11-12-14-16-18-19,2-4-5-9-11-12-14-16-18-19,1-2-3-4-5-8-9-10-11-12-14-15-16-17-18-19,10,16,0.602,0
3,2-4-5-9-11-12-14-16-18-19-21,2-4-5-9-11-12-14-16-18-19-21,1-2-3-4-5-8-9-10-11-12-14-15-16-17-18-19-21,11,17,0.602,0
3,2-4-5-9-11-12-14-16-18-21,2-4-5-9-11-12-14-16-18-21,1-2-3-4-5-8-9-10-11-12-14-15-16-17-18-21,10,16,0.602,0
3,2-4-5-9-11-12-16-18,2-4-5-9-11-12-16-18,1-2-3-4-5-8-9-10-11-12-15-16-17-18,8,14,0.726,0
3,2-4-5-9-11-12-16-18-19,2-4-5-9-11-12-16-18-19,1-2-3-4-5-8-9-10-11-12-15-16-17-18-19,9,15,0.726,0
3,2-4-5-9-11-12-16-18-19-21,2-4-5-9-11-12-16-18-19-21,1-2-3-4-5-8-9-10-11-12-15-16-17-18-19-21,10,16,0.726,0
3,2-4-5-9-11-12-16-18-21,2-4-5-9-11-12-16-18-21,1-2-3-4-5-8-9-10-11-12-15-16-17-18-21,9,15,0.726,0
3,2-4-5-9-11-14-16-18,2-4-5-9-11-14-16-18,1-2-3-4-5-8-9-10-11-14-15-16-17-18,8,14,0.726,0
3,2-4-5-9-11-14-16-18-19,2-4-5-9-11-14-16-18-19,1-2-3-4-5-8-9-10-11-14-15-16-17-18-19,9,15,0.726,0
3,2-4-5-9-11-14-16-18-19-21,2-4-5-9-11-14-16-18-19-21,1-2-3-4-5-8-9-10-11-14-15-16-17-18-19-21,10,16,0.726,0
3,2-4-5-9-11-14-16-18-21,2-4-5-9-11-14-16-18-21,1-2-3-4-5-8-9-10-11-14-15-16-17-18-21,9,15,0.726,0
3,2-4-5-9-11-16-18,2-4-5-9-11-16-18,1-2-3-4-5-8-9-10-11-15-16-17-18,7,13,0.602,0
3,2-4-5-9-11-16-18-19,2-4-5-9-11-16-18-19,1-2-3-4-5-8-9-10-11-15-16-17-18-19,8,14,0.602,0
3,2-4-5-9-11-16-18-19-21,2-4-5-9-11-16-18-19-21,1-2-3-4-5-8-9-10-11-15-16-17-18-19-21,9,15,0.602,0
3,2-4-5-9-11-16-18-21,2-4-5-9-11-16-18-21,1-2-3-4-5-8-9-10-11-15-16-17-18-21,8,14,0.602,0
3,2-4-6-7-9-11-12-13-14-16-18-19-20,2-4-6-7-9-11-12-13-14-16-18-19-20,1-2-3-4-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20,13,19,0.747,0
3,2-4-6-7-9-11-12-13-14-16-18-19-20-21,2-4-6-7-9-11-12-13-14-16-18-19-20-21,1-2-3-4-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,14,20,0.747,0
3,2-4-6-7-9-11-12-13-14-16-18-20,2-4-6-7-9-11-12-13-14-16-18-20,1-2-3-4-6-7-8-9-10-11-12-13-14-15-16-17-18-20,12,18,0.714,0
3,2-4-6-7-9-11-12-13-14-16-18-20-21,2-4-6-7-9-11-12-13-14-16-18-20-21,1-2-3-4-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21,13,19,0.714,0
3,2-4-6-7-9-11-12-13-16-18-19-20,2-4-6-7-9-11-12-13-16-18-19-20,1-2-3-4-6-7-8-9-10-11-12-13-15-16-17-18-19-20,12,18,0.7,0
3,2-4-6-7-9-11-12-13-16-18-19-20-21,2-4-6-7-9-11-12-13-16-18-19-20-21,1-2-3-4-6-7-8-9-10-11-12-13-15-16-17-18-19-20-21,13,19,0.7,0
3,2-4-6-7-9-11-12-13-16-18-20,2-4-6-7-9-11-12-13-16-18-20,1-2-3-4-6-7-8-9-10-11-12-13-15-16-17-18-20,11,17,0.617,0
3,2-4-6-7-9-11-12-13-16-18-20-21,2-4-6-7-9-11-12-13-16-18-20-21,1-2-3-4-6-7-8-9-10-11-12-13-15-16-17-18-20-21,12,18,0.617,0
3,2-4-6-7-9-11-13-14-16-18-19-20,2-4-6-7-9-11-13-14-16-18-19-20,1-2-3-4-6-7-8-9-10-11-13-14-15-16-17-18-19-20,12,18,0.721,0
3,2-4-6-7-9-11-13-14-16-18-19-20-21,2-4-6-7-9-11-13-14-16-18-19-20-21,1-2-3-4-6-7-8-9-10-11-13-14-15-16-17-18-19-20-21,13,19,0.721,0
3,2-4-6-7-9-11-13-14-16-18-20,2-4-6-7-9-11-13-14-16-18-20,1-2-3-4-6-7-8-9-10-11-13-14-15-16-17-18-20,11,17,0.679,0
3,2-4-6-7-9-11-13-14-16-18-20-21,2-4-6-7-9-11-13-14-16-18-20-21,1-2-3-4-6-7-8-9-10-11-13-14-15-16-17-18-20-21,12,18,0.679,0
3,2-4-6-7-9-11-13-16-18-19-20,2-4-6-7-9-11-13-16-18-19-20,1-2-3-4-6-7-8-9-10-11-13-15-16-17-18-19-20,11,17,0.713,0
3,2-4-6-7-9-11-13-16-18-19-20-21,2-4-6-7-9-11-13-16-18-19-20-21,1-2-3-4-6-7-8-9-10-11-13-15-16-17-18-19-20-21,12,18,0.713,0
3,2-4-6-7-9-11-13-16-18-20,2-4-6-7-9-11-13-16-18-20,1-2-3-4-6-7-8-9-10-11-13-15-16-17-18-20,10,16,0.73,0
3,2-4-6-7-9-11-13-16-18-20-21,2-4-6-7-9-11-13-16-18-20-21,1-2-3-4-6-7-8-9-10-11-13-15-16-17-18-20-21,11,17,0.73,0
3,2-4-6-9-11-12-13-14-16-18-19-20,2-4-6-9-11-12-13-14-16-18-19-20,1-2-3-4-6-8-9-10-11-12-13-14-15-16-17-18-19-20,12,18,0.618,0
3,2-4-6-9-11-12-13-14-16-18-19-20-21,2-4-6-9-11-12-13-14-16-18-19-20-21,1-2-3-4-6-8-9-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.618,0
3,2-4-6-9-11-12-13-14-16-18-20,2-4-6-9-11-12-13-14-16-18-20,1-2-3-4-6-8-9-10-11-12-13-14-15-16-17-18-20,11,17,0.678,0
3,2-4-6-9-11-12-13-14-16-18-20-21,2-4-6-9-11-12-13-14-16-18-20-21,1-2-3-4-6-8-9-10-11-12-13-14-15-16-17-18-20-21,12,18,0.678,0
3,2-4-6-9-11-12-13-16-18-19-20,2-4-6-9-11-12-13-16-18-19-20,1-2-3-4-6-8-9-10-11-12-13-15-16-17-18-19-20,11,17,0.565,0
3,2-4-6-9-11-12-13-16-18-19-20-21,2-4-6-9-11-12-13-16-18-19-20-21,1-2-3-4-6-8-9-10-11-12-13-15-16-17-18-19-20-21,12,18,0.565,0
3,2-4-6-9-11-12-13-16-18-20,2-4-6-9-11-12-13-16-18-20,1-2-3-4-6-8-9-10-11-12-13-15-16-17-18-20,10,16,0.661,0
3,2-4-6-9-11-12-13-16-18-20-21,2-4-6-9-11-12-13-16-18-20-21,1-2-3-4-6-8-9-10-11-12-13-15-16-17-18-20-21,11,17,0.661,0
3,2-4-6-9-11-13-14-16-18-19-20,2-4-6-9-11-13-14-16-18-19-20,1-2-3-4-6-8-9-10-11-13-14-15-16-17-18-19-20,11,17,0.614,0
3,2-4-6-9-11-13-14-16-18-19-20-21,2-4-6-9-11-13-14-16-18-19-20-21,1-2-3-4-6-8-9-10-11-13-14-15-16-17-18-19-20-21,12,18,0.614,0
3,2-4-6-9-11-13-14-16-18-20,2-4-6-9-11-13-14-16-18-20,1-2-3-4-6-8-9-10-11-13-14-15-16-17-18-20,10,16,0.619,0
3,2-4-6-9-11-13-14-16-18-20-21,2-4-6-9-11-13-14-16-18-20-21,1-2-3-4-6-8-9-10-11-13-14-15-16-17-18-20-21,11,17,0.619,0
3,2-4-6-9-11-13-16-18,2-4-6-9-11-13-16-18,1-2-3-4-6-8-9-10-11-13-15-16-17-18,8,14,0.611,0
3,2-4-6-9-11-13-16-18-19-20,2-4-6-9-11-13-16-18-19-20,1-2-3-4-6-8-9-10-11-13-15-16-17-18-19-20,10,16,0.555,0
3,2-4-6-9-11-13-16-18-19-20-21,2-4-6-9-11-13-16-18-19-20-21,1-2-3-4-6-8-9-10-11-13-15-16-17-18-19-20-21,11,17,0.555,0
3,2-4-6-9-11-13-16-18-20,2-4-6-9-11-13-16-18-20,1-2-3-4-6-8-9-10-11-13-15-16-17-18-20,9,15,0.593,0
3,2-4-6-9-11-13-16-18-20-21,2-4-6-9-11-13-16-18-20-21,1-2-3-4-6-8-9-10-11-13-15-16-17-18-20-21,10,16,0.593,0
3,2-4-6-9-11-13-16-20,2-4-6-9-11-13-16-20,1-2-3-4-6-8-9-10-11-13-15-16-17-20,8,14,0.639,0
3,2-4-6-9-11-13-18-20,2-4-6-9-11-13-18-20,1-2-3-4-6-8-9-10-11-13-15-17-18-20,8,14,0.536,0
3,2-4-6-9-11-13-20,2-4-6-9-11-13-20,1-2-3-4-6-8-9-10-11-13-15-17-20,7,13,0.647,0
3,2-4-6-9-11-16-18,2-4-6-9-11-16-18,1-2-3-4-6-8-9-10-11-15-16-17-18,7,13,0.54,0
3,2-4-6-9-11-16-18-20,2-4-6-9-11-16-18-20,1-2-3-4-6-8-9-10-11-15-16-17-18-20,8,14,0.598,0
3,2-4-6-9-13-16-18-20,2-4-6-9-13-16-18-20,1-2-3-4-6-8-9-10-13-15-16-17-18-20,8,14,0.547,0
3,2-4-6-9-13-16-20,2-4-6-9-13-16-20,1-2-3-4-6-8-9-10-13-15-16-17-20,7,13,0.62,0
3,2-4-6-9-13-18-20,2-4-6-9-13-18-20,1-2-3-4-6-8-9-10-13-15-17-18-20,7,13,0.625,0
3,2-4-6-9-13-20,2-4-6-9-13-20,1-2-3-4-6-8-9-10-13-15-17-20,6,12,0.645,0
3,2-4-6-11-13-16-18-20,2-4-6-11-13-16-18-20,1-2-3-4-6-8-10-11-13-15-16-17-18-20,8,14,0.66,0
3,2-4-6-11-13-16-20,2-4-6-11-13-16-20,1-2-3-4-6-8-10-11-13-15-16-17-20,7,13,0.695,0
3,2-4-6-11-13-18-20,2-4-6-11-13-18-20,1-2-3-4-6-8-10-11-13-15-17-18-20,7,13,0.545,0
3,2-4-6-11-13-20,2-4-6-11-13-20,1-2-3-4-6-8-10-11-13-15-17-20,6,12,0.639,0
3,2-4-6-13-16-18-20,2-4-6-13-16-18-20,1-2-3-4-6-8-10-13-15-16-17-18-20,7,13,0.695,0
3,2-4-6-13-16-20,2-4-6-13-16-20,1-2-3-4-6-8-10-13-15-16-17-20,6,12,0.697,0
3,2-4-6-13-18-20,2-4-6-13-18-20,1-2-3-4-6-8-10-13-15-17-18-20,6,12,0.565,0
3,2-4-6-13-20,2-4-6-13-20,1-2-3-4-6-8-10-13-15-17-20,5,11,0.625,0
3,2-4-7-9-11-12-14-16-18,2-4-7-9-11-12-14-16-18,1-2-3-4-7-8-9-10-11-12-14-15-16-17-18,9,15,0.602,0
3,2-4-7-9-11-12-14-16-18-19,2-4-7-9-11-12-14-16-18-19,1-2-3-4-7-8-9-10-11-12-14-15-16-17-18-19,10,16,0.602,0
3,2-4-7-9-11-12-14-16-18-19-21,2-4-7-9-11-12-14-16-18-19-21,1-2-3-4-7-8-9-10-11-12-14-15-16-17-18-19-21,11,17,0.602,0
3,2-4-7-9-11-12-14-16-18-21,2-4-7-9-11-12-14-16-18-21,1-2-3-4-7-8-9-10-11-12-14-15-16-17-18-21,10,16,0.602,0
3,2-4-7-9-11-12-16-18,2-4-7-9-11-12-16-18,1-2-3-4-7-8-9-10-11-12-15-16-17-18,8,14,0.726,0
